site_id,chloride_cl,calcium_total,magnesium_total,sodium_na,potassium_k,salinity_ec,value_date,ph_value,nearest_suburb
90895,1900,74,150,1100,13,6600,1986/3/4,7.45,Grahamvale
90895,1900,72,150,1100,13,6600,1986/3/4,7.45,Grahamvale
90895,1900,74,150,1100,13,6600,1986/3/4,7.45,Grahamvale
90895,1900,72,150,1100,13,6600,1986/3/4,7.45,Grahamvale
90895,1400,66,110,750,4.5,4700,1986/9/10,7.9,Grahamvale
91025,21000,592,1482,11525,432,54467,1969/5/12,7,Warneet
91025,21500,613,1459,11675,432,52438,1969/5/13,6.8,Warneet
91025,19070,395,1246,10096,384,49689,1971/1/12,7.3,Warneet
91025,20130,714,1248,10755,353,51900,1975/3/12,7.39,Warneet
91025,20410,460,1332,11198,425,52100,1975/5/20,7.19,Warneet
91025,20470,556,1328,11152,379,52100,1975/6/19,7.35,Warneet
91025,20380,594,1305,11168,325,51900,1975/7/14,7.49,Warneet
91025,20620,620,1326,11321,370,53000,1975/8/18,7.61,Warneet
91025,20030,631,1333,11140,370,52500,1975/9/17,7.24,Warneet
91025,19950,753,1277,10927,343,50000,1976/1/13,7.5,Warneet
91025,20300,746,1311,11026,333,52000,1976/2/10,7.28,Warneet
91025,20140,758,1304,11094,330,52000,1976/3/30,7.25,Warneet
91025,20000,648,966,10812,250,48600,1977/11/29,8.1,Warneet
91025,20140,658,969,10860,334,48500,1977/8/30,8.19,Warneet
91025,20625,817,1302,11000,310,53000,1978/12/12,7.4,Warneet
91025,20080,636,934,11044,330,50000,1978/4/5,7.88,Warneet
91025,20140,671,955,10695,300,50150,1978/5/2,8,Warneet
91025,20160,606,920,11000,320,50180,1978/7/7,8.2,Warneet
91025,20150,614,892,10911,342,50500,1978/9/12,8.24,Warneet
91025,20680,864,1402,10945,340,50250,1979/5/17,7.22,Warneet
91025,20000,940,1300,12000,310,54000,1983/8/10,6.5,Warneet
91026,556,86,55,385,5,2699,1969/5/24,7.6,Blind Bight
91026,653,5,11,462,3,2417,1971/1/12,9.1,Blind Bight
91026,713,117,54,419,3,2900,1974/10/8,7.83,Blind Bight
91026,709,97,52,444,3,2960,1975/3/12,8.41,Blind Bight
91026,709,80,55,435,3,2890,1975/4/14,8.35,Blind Bight
91026,719,69,53,436,3,2980,1975/5/20,8.29,Blind Bight
91026,691,78,52,420,3,2750,1975/6/18,8.53,Blind Bight
91026,712,60,54,432,3,2690,1975/7/14,8.14,Blind Bight
91026,727,65,50,439,4,2800,1975/8/18,8.4,Blind Bight
91026,708,81,52,426,3,2870,1975/9/17,8.25,Blind Bight
91026,711,62,53,427,4,3140,1976/1/14,8.4,Blind Bight
91026,711,73,53,440,3,3250,1976/2/10,8.39,Blind Bight
91026,700,79,51,439,4,3200,1976/3/30,8.37,Blind Bight
91026,713,5,41,454,3,2580,1977/11/29,9.45,Blind Bight
91026,701,5,29,454,3,2450,1978/2/9,9.02,Blind Bight
91026,730,8,15,458,3,2900,1978/4/5,7.82,Blind Bight
91026,737,7,41,458,4,2710,1978/5/2,8.86,Blind Bight
91026,794,6,43,483,4,2915,1978/7/6,8.62,Blind Bight
91026,732,7,43,457,3,2390,1978/9/12,8.52,Blind Bight
91026,729,99,57,429,4,2840,1979/2/20,8.15,Blind Bight
91026,702,137,55,407,3,3070,1979/4/30,8.01,Blind Bight
91076,4200,140,446,1860,5,12100,1980/5/26,7.15,Devon Meadows
91076,2900,140,320,1400,25,9200,1983/6/15,7.4,Devon Meadows
91076,310,20,37,220,4.2,1400,1983/8/10,7.3,Devon Meadows
91081,20,1.9,6.1,18,2.1,160,1987/9/30,6.3,Botanic Ridge
91081,24,10,12,19,1,240,1988/11/30,8.1,Botanic Ridge
91081,20,1.9,7.1,17,1.3,150,1988/4/19,5.7,Botanic Ridge
91081,23,44,11,17,0.5,370,1989/12/12,6.5,Botanic Ridge
91081,23,6.6,9.2,15,0.7,200,1989/5/11,6.5,Botanic Ridge
91081,28,17,20,23,0.8,360,1990/11/21,6.6,Botanic Ridge
91081,28,19,17,21,1,330,1990/5/17,6.2,Botanic Ridge
91081,24,14,20,21,1,320,1991/11/13,6.7,Botanic Ridge
91081,24,17,17,21,1.5,300,1991/5/8,6.3,Botanic Ridge
91081,30,15,27,21,2,485,2009/6/22,6.5,Botanic Ridge
92124,248,37,36,123,5,1145,1978/9/19,6.99,Newstead
92175,32,4.3,5.4,19,2.1,170,1987/3/5,7.6,Bushy Park
92296,67,3.1,9.1,38,2.6,300,1991/4/25,6.5,Llowalong
92716,290,28,35,160,2,1200,1984/8/24,7.4,Tabilk
92716,290,24,32,160,2.1,1200,1986/11/12,7.2,Tabilk
93380,12,7,6,25,4,215,1969/9/18,7.7,Mount Alfred
93380,14,8.4,6.8,27,3.4,220,1986/4/8,7.4,Mount Alfred
93566,3770,101,351,2617,14,13200,1981/3/20,8.2,Wyuna
93566,1180,28,89,716,6,4100,1981/5/26,7.85,Wyuna
93566,1700,47,145,993,7,5700,1981/5/26,7.85,Wyuna
93566,2570,70,213,1464,10,8350,1981/6/10,7.8,Wyuna
93566,2100,51,170,1192,8,6810,1981/6/3,8,Wyuna
93566,3770,101,351,2617,14,13200,1981/7/31,8.05,Wyuna
93566,1180,28,89,716,6,4100,1981/7/31,8.05,Wyuna
93566,1700,47,145,993,7,5700,1981/7/31,8.05,Wyuna
93566,2100,51,170,1192,8,6810,1981/7/31,8.05,Wyuna
93566,2570,70,213,1464,10,8350,1981/7/31,8.05,Wyuna
93566,2030,82,147,1170,13,6800,1981/7/31,8.05,Wyuna
93566,430,17,22,340,6.1,2000,1984/7/17,8.2,Wyuna
93566,1700,67,120,930,12,5700,1986/10/27,7.6,Wyuna
93566,2900,88,240,1600,9.9,9000,1986/11/27,7.5,Wyuna
93794,284,4,5,404,16,1830,1975/7/31,8.49,Cape Bridgewater
93794,283,21,10,376,14,1820,1975/7/31,8.49,Cape Bridgewater
93794,276,4,4,405,16,1825,1975/7/31,8.49,Cape Bridgewater
93794,276,4,4,405,16,1830,1975/7/31,8.49,Cape Bridgewater
95032,5760,297,501,3310,63,18000,2011/12/5,7.01,Lake Marmal
95039,6820,234,503,3120,49,19700,2011/12/7,5.22,Terrick Terrick
95088,3100,150,180,1900,13,10000,1988/4/12,7.5,Tungamah
95513,11000,380,440,6000,150,30000,1986/10/8,7.05,Tol Tol
95513,11000,380,450,6200,150,30000,1986/10/8,7.05,Tol Tol
95758,150,17,15,100,4.2,670,1989/9/12,6.3,Duchembegarra
95920,1100,8.4,55,850,1.6,4500,1988/4/18,5.9,Harston
96558,7000,360,530,3400,8.9,19000,1987/8/19,7.7,Tragowel
96560,140,17,15,98,4,730,1978/7/6,7.88,Traralgon
96560,139,17,15,97,4,710,1978/7/7,7.65,Traralgon
96560,138,17,15,94,4,710,1978/9/25,7.99,Traralgon
96883,2391,15,191,1383,37,7832,1972/9/28,8.6,Altona
96883,3500,94,440,1700,49,11000,1985/10/23,8.1,Altona
96883,3200,78,380,1600,44,11000,1985/4/3,7.7,Altona
96883,3700,99,470,1900,49,11000,1986/11/7,7.9,Altona
96883,3800,98,470,1800,47,11000,1986/4/30,8.1,Altona
96883,3100,97,480,1900,50,12000,1987/4/10,7.8,Altona
96883,4000,120,580,2100,54,12000,1988/1/13,8,Altona
96883,4100,110,520,1900,47,13000,1988/11/29,8.2,Altona
96883,3900,120,560,2100,56,12000,1988/5/3,7.8,Altona
96883,4200,110,530,2000,52,13000,1989/12/12,7.8,Altona
96883,4100,110,540,2000,52,13000,1989/5/11,7.8,Altona
96883,4200,110,530,1900,51,13000,1990/11/19,7.8,Altona
96883,4200,120,580,2100,56,13000,1991/11/12,7.9,Altona
96883,4100,110,500,1800,48,13000,1991/5/8,7.7,Altona
96883,4300,110,540,2000,52,13000,1992/12/10,7.7,Altona
96900,1100,46,190,490,15,4100,1984/6/4,7.7,Truganina
96900,1100,46,190,510,15,4200,1985/10/24,8.3,Truganina
96900,1100,43,180,490,15,4200,1985/5/8,7.8,Truganina
96900,1100,47,200,550,16,4300,1986/11/5,8.2,Truganina
96900,1100,48,200,560,17,4200,1986/4/30,8.1,Truganina
96900,1200,47,200,540,16,4200,1987/4/9,8.2,Truganina
96900,1000,42,180,490,15,3900,1987/9/18,8.3,Truganina
96900,970,42,180,480,15,3900,1988/11/29,8.6,Truganina
96900,1000,44,190,510,16,3900,1988/4/14,8.2,Truganina
96900,1100,41,190,550,24,4300,1989/12/12,8.1,Truganina
96900,1100,42,180,490,15,3900,1989/5/10,8.2,Truganina
96900,1100,42,180,470,15,4100,1990/11/20,8.2,Truganina
96900,1100,46,190,470,14,4200,1990/5/15,8,Truganina
96900,1100,47,200,520,17,4200,1991/11/12,8.1,Truganina
96900,1100,46,190,490,17,4100,1991/5/8,8,Truganina
96900,1100,50,210,550,17,4200,1992/12/8,7.9,Truganina
97004,387,20,26,440,5,2200,1981/1/29,7.9,Melbourne Airport
97004,580,27,40,480,5.2,2800,1984/10/30,8,Melbourne Airport
97004,400,19,27,410,4,2200,1984/4/16,8.4,Melbourne Airport
97004,300,16,23,410,4.6,2000,1984/8/4,7.9,Melbourne Airport
97004,710,35,56,590,5,3200,1985/3/4,7.8,Melbourne Airport
97004,740,28,42,540,4.9,2900,1986/12/23,8,Melbourne Airport
97004,630,27,41,520,4.4,2700,1986/4/11,7.9,Melbourne Airport
97004,740,31,46,560,5.3,3000,1987/11/30,7.8,Melbourne Airport
97004,700,33,48,570,5.1,3000,1987/5/11,7.9,Melbourne Airport
97004,830,38,57,610,8.8,3300,1988/11/15,8.2,Melbourne Airport
97004,770,34,55,570,5.4,3200,1988/5/25,8.2,Melbourne Airport
97004,1100,47,71,660,6.7,4000,1989/5/17,8,Melbourne Airport
97004,880,40,58,610,6.4,3500,1990/1/16,8.2,Melbourne Airport
97004,950,45,65,650,6.1,3600,1990/11/15,8,Melbourne Airport
97004,1000,43,69,660,6.7,3900,1990/8/1,8,Melbourne Airport
97004,970,44,67,640,7.7,3700,1991/11/27,8,Melbourne Airport
97225,750,139,55,345,6,2820,1978/12/19,7.82,Pearcedale
97225,752,111,74,371,14,2950,1978/8/22,7.96,Pearcedale
97225,877,177,63,428,5,3448,1978/8/22,7.96,Pearcedale
97225,942,179,69,455,6,3645,1978/8/22,7.96,Pearcedale
97225,979,215,67,472,4,3800,1979/5/23,8.1,Pearcedale
97225,1000,150,66,500,4,3900,1983/6/23,7.8,Pearcedale
97225,1000,220,78,510,4,4000,1983/8/10,7.2,Pearcedale
97227,615,188,34,230,4,2350,1978/12/19,7.6,Tyabb
97227,680,160,32,308,4,2590,1978/12/6,8,Tyabb
97227,591,171,31,217,4,2210,1978/12/6,8,Tyabb
97227,614,182,34,224,4,2350,1979/5/23,7.51,Tyabb
97227,790,210,34,310,3.6,2900,1983/6/23,8,Tyabb
97227,760,230,38,300,4,2900,1983/8/2,7.2,Tyabb
97603,12000,740,980,6400,72,34000,1989/4/12,7.2,Ultima
97613,500,25,32,320,5.1,2100,1987/10/22,7.2,Yalca
97613,500,25,32,320,5.1,2100,1987/10/22,7.2,Yalca
97613,340,17,20,250,5,1500,1987/10/23,7.57,Yalca
97613,320,12,20,250,3.7,1500,1987/10/23,7.57,Yalca
97613,430,21,33,280,4.5,1800,1987/10/23,7.57,Yalca
97613,340,17,20,250,5,1500,1987/10/23,7.57,Yalca
97613,320,12,20,250,3.7,1500,1987/10/23,7.57,Yalca
97613,430,21,33,280,4.5,1800,1987/10/23,7.57,Yalca
97613,370,17,29,250,3.5,1600,1987/10/26,8,Yalca
97613,390,20,35,260,3.1,1700,1987/10/26,8,Yalca
97613,370,17,29,250,3.3,1600,1987/10/26,8,Yalca
97613,370,17,29,250,3.5,1600,1987/10/26,8,Yalca
97613,390,20,35,260,3.1,1700,1987/10/26,8,Yalca
97613,370,17,29,250,3.3,1600,1987/10/26,8,Yalca
97613,430,21,32,300,4.4,1800,1987/11/13,7.7,Yalca
97613,420,26,40,240,3.4,1700,1987/9/17,7.43,Yalca
97613,630,51,74,290,4.5,2400,1987/9/17,7.43,Yalca
97613,500,35,50,270,3.6,2000,1987/9/17,7.43,Yalca
97613,420,26,40,240,3.4,1700,1987/9/17,7.43,Yalca
97613,630,51,74,290,4.5,2400,1987/9/17,7.43,Yalca
97613,500,35,50,270,3.6,2000,1987/9/17,7.43,Yalca
97613,610,47,61,350,3.7,2400,1987/9/9,7.9,Yalca
97613,610,47,61,350,3.7,2400,1987/9/9,7.9,Yalca
97739,3300,180,420,1700,11,11000,1986/3/12,7.2,Undera
97739,3500,170,400,1600,12,11000,1986/3/12,7.2,Undera
97739,1800,96,200,940,10,6400,1986/3/13,7.4,Undera
97739,1900,88,200,960,8.2,6300,1986/3/13,7.4,Undera
97739,1700,110,180,880,9.4,5900,1986/3/18,8.1,Undera
97739,1500,84,170,810,6.8,5400,1986/3/27,7.7,Undera
97739,87,9.8,18,110,25,710,1986/3/3,8.25,Undera
97739,87,9,18,110,26,720,1986/3/3,8.25,Undera
97739,5100,180,430,1700,17,16000,1986/3/5,7.3,Undera
97739,5300,260,630,2500,14,15000,1986/3/5,7.3,Undera
97842,6500,370,520,4100,19,21000,1986/8/11,5.9,Lower Norton
97842,6700,390,540,4000,24,21000,1991/4/30,4.7,Lower Norton
97856,5500,430,510,3200,46,17000,1987/11/21,7.9,Quantong
97856,5500,380,470,2800,46,17000,1989/9/12,7.7,Quantong
97869,970,29,120,560,7.6,3800,1990/8/16,8,Vite Vite North
97877,1100,5.1,150,670,20,4000,1992/8/20,8.7,Larralea
97994,160,16,14,110,3.1,740,1989/10/5,8.8,Cooriemungle
97995,160,26,12,74,13,680,1989/6/22,7.3,Princetown
98146,2400,24,180,1500,1.8,7700,1988/1/29,6.65,Goulburn Weir
98146,590,11,54,360,2.3,2100,1988/1/29,6.65,Goulburn Weir
98146,740,12,57,390,3.3,2500,1988/12/12,6.9,Goulburn Weir
98146,700,16,58,380,3.6,2400,1988/2/5,6.3,Goulburn Weir
98148,580,18,40,350,6,2300,1989/10/9,7.3,Wahring
98148,1000,67,140,490,4.6,3700,1989/7/27,7.9,Wahring
98309,4800,320,270,2500,43,15000,1989/9/14,7.8,Wallup
98363,16000,370,930,8700,140,43000,1991/7/9,7.4,Walpeup
98369,11610,101,1262,5772,19,31850,1974/12/10,5.86,Colbinabbin
98369,5300,190,700,3900,17,19000,1987/3/12,6.7,Colbinabbin
98369,11000,380,1400,5000,35,30000,1987/3/17,7.2,Colbinabbin
98369,11000,370,1400,4900,17,29000,1987/4/13,6.7,Colbinabbin
98398,423,50,78,109,4,1524,1975/3/17,7.8,Wandin North
98398,547,60,82,155,4,1830,1975/7/28,7.84,Wandin North
98398,266,61,26,123,3,1119,1976/1/9,8.21,Wandin North
98398,653,52,92,194,5,2100,1976/2/19,6.29,Wandin North
98398,576,49,79,177,4,1840,1977/12/22,6.62,Wandin North
98398,400,47,61,130,2.7,1500,1985/4/17,6.3,Wandin North
98402,57,7,12,39,13,417,1975/10/13,7.7,Wandin East
98402,41,20,22,44,3,450,1975/10/13,7.7,Wandin East
98402,53,3,5,32,1,240,1976/2/19,6.78,Wandin East
98402,45,18,20,43,3,454,1976/9/2,8.38,Wandin East
98402,67,6,12,43,1,335,1977/12/22,7.98,Wandin East
98402,90,40,9.3,48,0.3,510,1985/4/17,6.8,Wandin East
98408,30,7,8,18,3,350,1976/11/1,7.83,Silvan
98408,24,19,15,20,2,305,1976/11/1,7.83,Silvan
98408,24,17,14,20,2,303,1976/11/25,8.03,Silvan
98408,23,18,15,20,2,313,1976/11/25,8.03,Silvan
98408,36,9,6,22,4,208,1977/12/22,6.79,Silvan
98408,56,12,11,33,2.6,320,1985/4/17,6.9,Silvan
98409,41,21,6,40,4,399,1976/11/30,8.06,Mount Evelyn
98409,38,21,6,42,4,370,1976/11/30,8.06,Mount Evelyn
98409,71,8,4,30,2,300,1977/12/22,3.75,Mount Evelyn
98409,57,13,9,46,2.8,360,1985/4/16,6.5,Mount Evelyn
98873,5,3,5.5,34,1.3,190,1986/4/9,7.4,Wangaratta
98873,6,18,5.2,34,0.8,240,1987/5/7,7.6,Wangaratta
99102,179,12,22,160,3,1017,1970/4/16,7.8,Appin Park
99102,240,12,19,208,6,1231,1970/4/28,7.7,Appin Park
99102,64,8.2,11,110,5.5,650,1986/4/9,7.2,Appin Park
99102,65,12,9.7,110,0.4,600,1987/5/5,7.9,Appin Park
100023,7530,236,422,4255,130,22000,1980/7/16,7.8,Rosebud Plaza
100023,105,59,11,79,2,860,1980/7/17,7.8,Rosebud Plaza
100023,172,88,18,106,1,1070,1980/7/22,8.15,Rosebud Plaza
100023,171,88,16,108,1,1015,1980/7/24,7.95,Rosebud Plaza
100023,110,88,9.9,90,0.7,880,1987/8/4,7.6,Rosebud Plaza
100023,110,79,9.5,89,1.1,850,1988/3/22,7.6,Rosebud Plaza
100500,2600,72,180,1400,13,8100,1984/7/11,8.4,Pine Grove
100500,430,35,41,310,7.8,2000,1984/8/8,8.1,Pine Grove
100515,94,110,9.2,65,1.6,870,1988/4/14,8.1,Mumbannar
100515,140,100,8.7,63,3.6,880,1989/4/11,7.7,Mumbannar
100515,94,120,9.8,69,1.7,860,1990/3/29,7.8,Mumbannar
100515,110,110,9,66,2.2,940,1993/3/4,7.4,Mumbannar
100515,100,110,8.8,59,1.9,890,1996/3/22,7.6,Mumbannar
100515,91,100,11,67,3,860,2002/3/4,7.51,Mumbannar
100978,42,100,7.5,22,3.3,580,1991/4/28,8.1,Sandy Point
100978,37,110,8.4,24,3.8,650,1995/5/5,7.6,Sandy Point
101012,675,60,104,327,6,2600,1978/5/29,7.82,Wareek
101012,504,37,71,312,6,2100,1978/6/8,8.1,Wareek
101012,760,18,110,340,6.7,2800,1985/12/10,8.2,Wareek
101012,780,28,110,340,6.8,2700,1985/6/26,7.8,Wareek
101012,830,14,120,360,7.1,2800,1986/10/15,8.3,Wareek
101012,790,20,120,390,7.2,2800,1986/4/8,8.1,Wareek
101012,870,20,120,360,7.4,2800,1987/10/13,8,Wareek
101012,820,16,110,350,7.6,2800,1987/3/11,8,Wareek
102865,124,10,9,77,6,563,1972/5/16,6.33,Whoorel
102865,128,10,9,76,6,587,1972/5/17,6.33,Whoorel
102865,552,97,82,268,34,2588,1972/5/5,7.42,Whoorel
102865,553,102,84,268,34,3832,1972/5/5,7.42,Whoorel
103354,420,74,36,250,9,1800,1986/12/8,8,Yanac
103354,570,4.4,19,420,13,2200,1988/3/29,10.2,Yanac
103354,600,4.4,15,440,16,2300,1989/3/31,10.1,Yanac
103354,590,3,16,420,13,2200,1990/4/4,9.7,Yanac
103877,74,19,2.7,69,8.5,500,1989/5/3,8.2,Kennedys Creek
103877,74,19,2.7,69,8.5,500,1989/5/3,8.2,Kennedys Creek
103893,2900,86,41,1800,24,9500,1991/7/8,8.4,Ballapur
104093,106,92,83,216,8,1800,1975/7/6,8.35,Hepburn Springs
104093,62,26,34,67,3,685,1980/6/12,7.2,Hepburn Springs
104101,155,83,96,289,4,2140,1976/5/18,8.05,Basalt
104101,180,95,98,245,7,1970,1976/7/16,6.35,Basalt
104101,146,116,104,273,8,2205,1976/7/17,6.67,Basalt
104101,132,130,108,289,8,2340,1976/7/18,6.95,Basalt
104101,114,130,108,296,8,2310,1976/7/19,6.46,Basalt
104101,110,131,107,290,8,2305,1976/7/20,6.65,Basalt
104101,106,126,106,302,8,2350,1976/7/21,6.91,Basalt
104101,104,130,105,295,8,2340,1976/7/22,6.83,Basalt
104101,101,127,105,295,8,2355,1976/7/23,6.9,Basalt
104101,98,128,103,289,8,2340,1976/7/24,6.59,Basalt
104101,98,127,104,290,8,2370,1976/7/25,7.02,Basalt
104101,96,125,102,284,8,2310,1976/7/26,6.79,Basalt
104101,96,124,102,292,8,2308,1976/7/27,7.5,Basalt
104101,219,75,89,200,5,1790,1976/7/8,6.22,Basalt
104101,173,105,97,245,8,2045,1976/7/8,6.22,Basalt
104101,160,105,99,256,7,2150,1980/7/28,6.38,Basalt
104101,203,82,83,200,6,1850,1980/7/28,6.38,Basalt
104101,198,80,86,205,6,1750,1980/7/28,6.38,Basalt
104101,203,78,85,204,10,1770,1980/7/28,6.38,Basalt
104271,1782,137,129,1017,11,5932,1971/7/15,7.8,Wombelano
104359,140,31,27,54,3.9,670,1984/6/8,8.2,Ashbourne
105548,99,11,5.4,69,5.5,460,1987/3/5,7.3,Wurruk
105664,17000,530,880,9200,180,46000,1991/6/18,7.7,Yaapeet
105702,9800,370,1200,6000,2.6,32000,1987/4/8,7.4,Lower Moira
105725,398,14,32,187,4,1463,1973/2/18,5.65,Mount Taylor
105725,333,14,27,158,6,1228,1973/2/9,6.7,Mount Taylor
105725,335,15,27,162,5,1178,1973/2/9,6.7,Mount Taylor
105730,318,23,19,271,34,1600,1973/10/29,7.86,Lucknow
105730,310,22,19,264,32,1600,1973/10/29,7.86,Lucknow
106102,128,12,10,83,10,689,1971/1/12,4.7,Caldermeade
106102,120,16,9,81,3,560,1977/11/30,8.09,Caldermeade
106102,120,12,9,79,3,534,1977/8/31,7.6,Caldermeade
106102,133,12,9,89,3,610,1978/2/9,7.25,Caldermeade
106102,125,13,9,84,3,595,1978/4/4,7.51,Caldermeade
106102,126,13,9,78,3,570,1978/5/2,7.75,Caldermeade
106102,124,12,9,80,3,560,1978/7/6,7.6,Caldermeade
106102,164,13,11,105,3,700,1978/9/12,8,Caldermeade
106102,130,4,8,72,2,485,1979/5/23,7.58,Caldermeade
106102,210,13,6.8,140,6.1,810,2018/12/18,6.65,Caldermeade
106102,210,14,7.3,120,7.2,790,2019/10/9,6.78,Caldermeade
107474,243,46,44,138,4,1223,1975/10/21,8.1,Catani
107474,239,44,43,134,4,1219,1975/10/23,8.04,Catani
107474,1068,34,60,569,8,3500,1975/6/25,7.14,Catani
107474,1072,33,60,576,7,3530,1975/6/25,7.14,Catani
107474,250,43,46,137,4,1238,1975/7/23,8.1,Catani
107474,148,26,23,84,7,754,1975/7/29,8.17,Catani
107474,145,28,23,80,7,742,1975/9/2,8.2,Catani
107474,372,21,28,187,5,1283,1977/9/1,8.22,Catani
107474,255,46,46,141,4,1260,1978/12/15,8.21,Catani
107474,252,46,45,141,4,1260,1978/12/5,8.2,Catani
107474,353,14,32,184,4,1300,1978/5/3,7.95,Catani
107474,244,46,45,134,4,1228,1979/5/22,8.21,Catani
107474,247,48,44,135,4,1230,1980/3/27,8,Catani
107474,246,47,45,142,4,1220,1980/3/31,8.04,Catani
107474,246,47,45,136,4,1220,1980/4/2,8.1,Catani
107474,240,56,48,140,4,1300,1983/7/27,7.3,Catani
107474,240,50,44,140,4.1,1300,1983/8/9,7.8,Catani
107474,240,50,44,140,4.1,1300,1983/8/9,7.8,Catani
107474,219,37,40,143,4,1270,2009/6/23,7.78,Catani
107475,19,4,4,34,2,251,1976/7/13,7.2,Heath Hill
107475,141,14,13,76,6,585,1977/8/31,7.8,Heath Hill
107475,571,62,66,267,4,2140,1978/12/15,7.51,Heath Hill
107475,195,14,15,92,6,725,1978/5/3,7.32,Heath Hill
107475,468,57,59,203,4,1800,1979/5/22,7.9,Heath Hill
107475,52,8.6,7.4,63,1.2,410,1983/7/26,7,Heath Hill
107717,420,22,32,210,18,1500,1987/11/26,5.5,Bambra
107928,1300,67,95,840,23,4800,1990/3/13,7.3,Yarraberb
107928,5400,240,450,3000,54,17000,1990/8/14,6.9,Yarraberb
107972,70,39,15,54,12,599,1973/4/12,7.66,Moe
107972,72,39,15,55,11,600,1973/4/12,7.66,Moe
108352,5100,220,480,2900,22,16000,1989/3/6,7.9,Yarrawalla
108354,6840,268,549,3800,52,19800,2011/11/28,6.42,Durham Ox
108911,78,4.3,4.5,47,1.5,340,1991/7/16,5.7,Kawarren
108938,112,105,14,58,3,860,1982/9/9,7.7,Gellibrand
109044,140,15,8.1,87,5,590,1987/3/4,7.6,Munro
109113,170,4.2,7.6,98,2.8,610,1987/1/29,7.3,Yeo
109114,180,2.9,4.8,170,8.5,860,1987/1/30,9.3,Warncoort
109356,11270,655,1338,5531,63,32100,1980/10/8,6.95,Youanmite
109356,11270,684,1344,5505,60,32100,1980/10/8,6.95,Youanmite
109356,1440,85,102,874,8,5200,1980/12/11,7.6,Youanmite
109356,1500,2.8,29,1100,8.2,5000,1984/11/29,9.7,Youanmite
109511,1800,160,90,1800,90,8100,1988/12/14,7.6,Brooklyn
109511,860,120,410,2500,68,11000,1988/12/14,7.6,Brooklyn
109511,900,130,430,2500,71,11000,1988/5/12,7.1,Brooklyn
109511,2000,130,72,1400,69,7200,1988/5/12,7.1,Brooklyn
109511,1800,160,87,1500,88,8000,1989/5/15,7.4,Brooklyn
109511,840,120,410,2500,72,11000,1989/5/15,7.4,Brooklyn
109511,1900,140,79,1400,77,7700,1990/1/31,7.25,Brooklyn
109511,1100,98,390,2300,59,11000,1990/1/31,7.25,Brooklyn
109511,1900,150,85,1500,81,7700,1991/1/17,7.15,Brooklyn
109511,1100,94,400,2400,62,11000,1991/1/17,7.15,Brooklyn
109511,1800,160,85,1600,92,8100,1991/11/28,7.35,Brooklyn
109511,1500,110,470,2700,77,12000,1991/11/28,7.35,Brooklyn
109511,2500,110,460,2800,76,13000,1992/12/9,7,Brooklyn
109515,4470,73,417,2597,21,13162,1971/10/10,8.02,Derrimut
109515,3150,47,424,1555,19,9832,1971/10/10,8.02,Derrimut
109515,2870,56,398,1398,17,9169,1971/10/10,8.02,Derrimut
109515,2260,122,301,2532,26,12608,1971/4/26,8,Derrimut
109515,2290,108,309,2554,24,12272,1971/4/28,8.12,Derrimut
109515,280,70,500,670,32,6400,1985/5/17,7.3,Derrimut
109515,330,150,470,670,31,5800,1986/11/5,7.4,Derrimut
109515,300,160,470,650,30,6100,1986/5/2,7.6,Derrimut
109515,340,150,470,670,31,6000,1987/4/28,7.4,Derrimut
109515,440,130,410,770,29,5800,1988/12/14,8.2,Derrimut
109515,390,140,450,640,31,5800,1988/5/12,7.5,Derrimut
109515,450,130,430,610,31,5500,1989/5/15,8.4,Derrimut
109515,470,130,430,610,30,5900,1990/1/31,7.3,Derrimut
109515,550,110,370,540,26,5800,1990/11/29,7.4,Derrimut
109515,580,130,440,630,31,5800,1991/11/28,7.2,Derrimut
109521,3612,257,362,1738,16,11150,1981/5/19,7.8,Rochester
109521,6120,554,787,2671,22,18000,1981/6/5,7.25,Rochester
109521,2360,178,265,1030,15,8000,1981/6/5,7.25,Rochester
109521,4500,400,540,2100,19,14000,1984/6/28,7.5,Rochester
109521,4300,390,520,1900,18,14000,1984/6/28,7.5,Rochester
109554,15,5.9,5.1,22,3.7,160,1984/8/24,7.5,Karramomus
109554,20,12,11,33,6.8,300,1988/7/13,7.6,Karramomus
109556,791,54,98,479,5,3260,1974/8/3,7.92,Muckatah
109556,108,4,8,117,2,659,1974/8/3,7.92,Muckatah
109556,109,4,8,116,2,655,1974/8/3,7.92,Muckatah
109556,112,5,7,121,2,670,1974/8/3,7.92,Muckatah
109556,798,54,98,471,5,3150,1974/8/3,7.92,Muckatah
109556,114,5,7,122,3,650,1974/8/3,7.92,Muckatah
109570,5770,280,544,2935,35,17500,1979/5/14,7.31,Logan
109570,5780,270,541,2913,36,18000,1979/5/14,7.31,Logan
109570,5280,239,481,2900,26,16400,1980/12/10,7.75,Logan
109588,2600,78,340,1100,45,8300,1985/10/30,7.7,Sunshine North
109588,2500,38,170,570,23,80000,1985/5/9,7.7,Sunshine North
109588,2600,78,360,1200,52,8300,1986/11/5,7.8,Sunshine North
109588,2400,79,350,1100,45,8100,1986/5/2,7.7,Sunshine North
109588,2500,77,350,1200,46,8200,1987/4/28,7.8,Sunshine North
109588,2400,84,380,1200,50,8200,1988/12/15,7.7,Sunshine North
109588,2500,80,370,1200,49,8100,1988/5/12,7.8,Sunshine North
