site_id,chloride_cl,calcium_total,magnesium_total,sodium_na,potassium_k,salinity_ec,value_date,ph_value,nearest_suburb
71219,5600,400,390,2900,60,17000,1992/12/16,6.8,Tooradin
71219,5300,360,360,2800,59,16000,1993/11/19,6.9,Tooradin
71219,4900,320,320,2400,51,15000,1994/11/17,6.8,Tooradin
71219,4300,320,340,2600,52,14000,1995/12/5,7,Tooradin
71219,5700,950,740,4000,50,17000,1996/12/18,7.1,Tooradin
71219,4600,280,300,2400,53,14000,1997/11/11,7.2,Tooradin
71219,4300,300,300,2200,46,13000,1998/12/10,7,Tooradin
71219,4000,270,300,2300,47,13000,1999/12/3,6.9,Tooradin
71219,4500,270,310,2400,48,14000,2001/12/8,6.8,Tooradin
71219,4100,250,280,2400,47,13000,2002/10/25,6.7,Tooradin
71219,4100,250,280,2400,47,13000,2002/11/25,6.7,Tooradin
71219,4470,275,297,2140,84,13000,2003/11/27,7.16,Tooradin
71219,4120,239,327,2240,72,12600,2004/12/8,7.18,Tooradin
71219,4540,288,340,2610,61,5420,2005/11/28,6.87,Tooradin
71219,4140,209,266,2140,64,1320,2006/11/14,6.84,Tooradin
71219,4590,221,309,2210,58,12300,2007/1/9,6.8,Tooradin
71219,3680,247,294,2110,56,13400,2007/12/10,6.82,Tooradin
71219,4500,230,310,2200,48,13000,2018/11/27,6.69,Tooradin
71219,5400,270,370,2700,58,13000,2019/10/9,6.68,Tooradin
71846,506,10,37,268,6,1682,1971/1/12,7.65,Modella
71846,450,55,51,256,6,1870,1974/10/17,8.12,Modella
71846,457,10,39,248,6,1560,1977/9/1,7.84,Modella
71846,450,9,39,247,6,1652,1978/5/3,8.11,Modella
71846,464,57,52,260,6,1940,1979/1/3,8.3,Modella
71846,770,90,81,373,6,2870,1979/11/29,7.77,Modella
71846,478,72,51,262,5,2010,1979/12/1,8.13,Modella
71846,455,60,50,253,5,1900,1979/5/21,8.5,Modella
71846,1900,120,200,850,4,6200,1983/7/27,6.6,Modella
71846,1800,120,180,810,4.5,6000,1983/8/3,6.5,Modella
71846,1500,94,160,700,3.3,5100,1985/9/11,7.3,Modella
71846,1600,130,220,820,6.3,5000,1986/1/13,6.8,Modella
71846,1700,110,180,850,2.9,5900,1986/5/7,6.9,Modella
71846,1600,100,160,810,3.2,5200,1987/11/24,7.3,Modella
71846,1800,110,180,820,2.9,5800,1987/4/8,6.8,Modella
71846,1800,110,180,830,3.3,5500,1988/11/17,6.7,Modella
71846,1900,110,200,930,2.8,6200,1988/5/19,6.7,Modella
71846,1700,110,180,830,4.5,5400,1989/12/12,6.8,Modella
71846,1800,100,170,780,2.7,5800,1989/4/10,6.7,Modella
71846,1600,97,160,690,3.2,5400,1990/11/22,6.7,Modella
71846,1900,120,200,910,4.3,6100,1990/4/9,6.7,Modella
71846,1600,110,180,780,5.3,5300,1991/10/29,6.7,Modella
71846,1800,110,190,860,5.5,6000,1991/4/9,6.6,Modella
71846,1400,92,150,650,2.9,4800,1992/12/9,6.9,Modella
71846,1200,75,130,570,6.6,4100,1992/3/6,7.1,Modella
71846,1500,90,150,680,5.8,4900,1993/12/1,6.8,Modella
71846,1800,100,180,840,4.4,6000,1993/3/31,6.7,Modella
71846,1300,72,120,540,3.6,4800,1994/11/16,6.9,Modella
71846,1000,76,120,540,4.3,3600,1994/4/7,6.8,Modella
71846,1300,76,130,610,8,4500,1995/12/12,6.8,Modella
71846,620,65,67,330,4.8,2500,1995/3/30,7.5,Modella
71846,1600,96,160,720,3.8,5300,1996/3/27,6.9,Modella
71846,1200,76,120,500,7.2,4100,2000/12/13,6.9,Modella
71846,506,79,64,320,9,2060,2002/12/15,7.73,Modella
71848,458,10,31,300,5,1749,1971/1/12,7.8,Bunyip
71848,504,16,22,272,4,1600,1977/8/31,7.85,Bunyip
71848,478,10,17,271,4,1605,1978/5/3,7.21,Bunyip
71848,536,10,22,275,4,1950,1979/1/3,2.98,Bunyip
71848,512,17,38,293,5,2000,1979/2/7,3.28,Bunyip
71848,511,16,37,275,4,1670,1979/5/21,6.67,Bunyip
71848,480,14,35,290,4.2,1800,1983/7/27,6.9,Bunyip
71848,520,14,34,290,4.4,1900,1983/8/3,6.4,Bunyip
71850,839,24,75,473,6,3216,1971/1/12,8.12,Longwarry
71850,1041,40,65,501,5,3150,1977/8/31,7.37,Longwarry
71850,1067,36,89,507,5,3450,1978/12/12,7.49,Longwarry
71850,1013,39,60,503,5,3205,1978/5/3,6.92,Longwarry
71850,925,42,91,447,5,3150,1979/2/7,6.99,Longwarry
71850,916,45,87,450,5,3050,1979/5/21,8.03,Longwarry
71850,1100,46,86,480,4.6,3400,1983/7/27,4.5,Longwarry
71850,960,48,88,460,4.8,3400,1983/8/2,6.3,Longwarry
71856,1258,138,127,562,9,4360,1979/6/11,7.35,Iona
71856,1256,138,127,562,9,4400,1979/6/12,7.55,Iona
71856,1261,138,127,562,9,4400,1979/6/13,7.6,Iona
71856,1264,138,127,562,9,4400,1979/6/13,7.6,Iona
71856,1300,58,100,580,8.8,4100,1983/7/27,8.4,Iona
72649,1100,78,120,620,18,3900,1988/2/25,8.1,Pura Pura
73487,2300,73,150,1500,18,8000,1988/8/18,7.3,Lake Boga
73504,4500,42,300,2500,54,13000,1985/12/11,8.9,Powlett Plains
73504,5400,210,430,2700,60,15000,1986/10/15,5.8,Powlett Plains
73504,4900,140,390,2800,64,14000,1986/5/6,6.9,Powlett Plains
73504,4800,130,310,2600,63,14000,1987/10/26,7.6,Powlett Plains
73504,6600,220,520,3400,78,19000,1987/3/11,6.8,Powlett Plains
73588,980,35,120,570,9.5,3500,1987/10/29,7.7,Merrigum
73588,980,35,120,570,9.5,3500,1987/10/29,7.7,Merrigum
73588,1000,23,110,720,4.6,4200,1987/9/24,7,Merrigum
73588,910,20,100,610,4,3600,1987/9/24,7,Merrigum
73588,1000,23,110,720,4.6,4200,1987/9/24,7,Merrigum
73588,910,20,100,610,4,3600,1987/9/24,7,Merrigum
73588,1200,32,140,650,6.3,4200,1987/9/28,6.8,Merrigum
73588,1200,32,140,650,6.3,4200,1987/9/28,6.8,Merrigum
73672,300,29,38,170,6,1300,1984/8/29,7.4,Shelbourne
73672,74,14,12,50,7.8,440,1984/9/10,9.1,Shelbourne
73672,130,16,18,79,9.2,650,1984/9/19,7.9,Shelbourne
73672,280,36,46,160,7,1300,1984/9/5,7.9,Shelbourne
73833,3580,219,368,1492,4,1258,1970/10/22,8.1,Laceby
73833,994,55,84,720,7,4126,1970/10/27,8.5,Laceby
73833,477,9,16,380,3,2121,1970/6/8,7.5,Laceby
73833,76,39,8,97,7,787,1970/7/21,7.3,Laceby
73833,1100,24,83,780,3.6,4200,1987/5/6,8.1,Laceby
74306,61,6,6,40,3,306,1969/10/24,4.1,Jam Jerrup
74306,150,32,22,62,6,679,1969/11/24,7.6,Jam Jerrup
74306,70,5,7,38,2,281,1969/9/10,4.6,Jam Jerrup
74306,70,3,4,38,4,261,1969/9/19,5.8,Jam Jerrup
74306,162,41,25,58,6,706,1971/1/12,7.9,Jam Jerrup
74306,154,32,24,54,6,685,1974/2/5,8.21,Jam Jerrup
74306,117,5,6,60,1,429,1977/12/8,5.53,Jam Jerrup
74306,160,32,20,54,6,640,1977/8/31,8.05,Jam Jerrup
74306,160,42,25,55,5,770,1978/12/8,8.08,Jam Jerrup
74306,154,32,24,54,6,685,1979/1/16,8.21,Jam Jerrup
74306,157,40,25,59,6,740,1979/5/22,8.31,Jam Jerrup
74306,170,44,28,68,6.4,790,1983/6/16,7.9,Jam Jerrup
74306,150,43,25,54,6.2,740,1983/6/28,6.9,Jam Jerrup
74306,150,47,26,56,6,750,1983/7/26,7.2,Jam Jerrup
74306,154,29,22,67,4,795,2009/6/23,7.25,Jam Jerrup
74609,494,16,35,234,3,1660,1979/11/7,6.3,Yannathan
74609,510,16,37,251,3,1710,1979/11/8,6.4,Yannathan
74609,110,3,6.6,66,1.1,430,1983/7/26,6.2,Yannathan
74609,64,1.4,4.1,28,0.5,260,2018/11/29,7.27,Yannathan
74609,66,1.6,4.7,33,0.6,250,2019/10/10,7.02,Yannathan
75401,500,87,43,250,3.1,2000,1984/11/16,8.2,Leongatha South
75401,520,44,36,250,3.8,1800,1987/1/29,7.6,Leongatha South
75401,334,71,27,185,4,1540,2009/7/16,7.55,Leongatha South
75403,140,59,31,97,4.6,960,1984/12/2,7.3,Koonwarra
75403,140,7.3,18,63,3.2,540,1987/1/29,7.5,Koonwarra
75404,1400,71,160,540,5.8,4200,1987/1/29,7.4,Korumburra South
75669,490,81,63,270,17,2200,1993/3/18,7.9,Telopea Downs
75669,490,81,58,240,15,2200,1996/5/22,7.8,Telopea Downs
75669,521,68,60,328,20,2240,2002/3/16,7.77,Telopea Downs
75669,490,2.3,49,270,16,1900,2008/9/30,9.4,Telopea Downs
75851,2000,270,250,800,7.9,6800,1989/5/3,8,Canary Island
75855,2500,150,170,1300,5.4,8200,1990/1/4,7.5,Gladfield
76074,995,24,69,529,6,3220,1979/1/1,7.55,Loy Yang
76762,19000,1300,2000,9100,15,49000,1988/7/12,7.4,Macorna North
76888,38,5,7,33,2.2,240,1991/4/25,6.8,Tinamba West
76898,280,51,41,240,17,1800,1987/9/28,8.2,Poolaijelo
76898,1400,120,120,860,33,5200,1988/3/8,7.9,Poolaijelo
76898,310,35,0.5,200,13,1300,1989/3/9,10.1,Poolaijelo
76898,870,19,47,590,23,3200,1990/3/22,8.5,Poolaijelo
76898,1400,100,120,870,26,5400,1993/3/2,8.1,Poolaijelo
76898,1400,42,120,920,28,5200,1996/3/6,8.5,Poolaijelo
76898,1360,56,107,823,36,5440,2002/3/20,8.17,Poolaijelo
76898,1300,74,130,930,26,5200,2008/9/9,7.8,Poolaijelo
77101,50400,341,2114,31100,321,100773,1969/11/4,7.67,Linga
77101,55840,446,2510,34353,169,135750,1970/10/13,5.44,Linga
77101,48260,396,2020,29388,160,121693,1970/10/13,5.44,Linga
77101,52400,353,2125,31116,306,105796,1970/12/8,5.8,Linga
77101,57240,423,2699,36100,378,102442,1970/12/8,5.8,Linga
77101,50900,338,2096,30700,320,100236,1970/12/8,5.8,Linga
77101,50120,350,2058,30829,176,126960,1970/2/5,6.01,Linga
77101,50280,404,2095,30749,178,126054,1970/2/5,6.01,Linga
77101,57720,475,2579,35554,190,144652,1970/4/8,6.74,Linga
77101,57120,454,2675,35394,192,144652,1970/4/8,6.74,Linga
77101,50820,400,2082,31070,181,129761,1970/4/8,6.74,Linga
77101,51220,367,1920,31710,180,122552,1970/4/8,6.74,Linga
77101,55980,525,2569,34433,176,135750,1970/5/25,7.03,Linga
77101,49160,333,1987,30706,317,116635,1970/5/25,7.03,Linga
77101,47392,311,2025,29754,313,108384,1970/6/25,7.5,Linga
77101,48080,333,2025,30208,310,113311,1970/6/25,7.5,Linga
77101,48820,365,1998,30706,306,121396,1970/7/31,3.4,Linga
77101,48240,365,2025,30208,311,121396,1970/7/31,3.4,Linga
77101,48800,347,2077,30183,276,93274,1970/9/6,3.5,Linga
77101,50320,408,2092,30669,181,118899,1971/3/4,7.52,Linga
77101,48880,333,1998,30706,314,121396,1971/5/25,7.6,Linga
77101,53150,290,2217,32338,343,118000,1979/8/9,5.97,Linga
77101,52275,280,2130,31900,320,110500,1979/9/5,5.8,Linga
77101,53410,147,2210,33200,350,114000,1981/9/30,8.1,Linga
77101,53410,147,2210,33200,350,114000,1981/9/30,8.1,Linga
77101,65000,140,2400,42000,420,130000,1986/6/5,8.1,Linga
77226,200,7.5,21,200,6,1200,1985/10/24,8.3,Plumpton
77226,1400,27,210,820,24,5600,1985/5/15,7.9,Plumpton
77226,350,12,40,260,8,1600,1986/11/7,7.9,Plumpton
77226,210,8.6,24,210,7.4,1200,1986/4/30,7.9,Plumpton
77226,420,14,41,300,8.6,1800,1987/11/24,7.7,Plumpton
77226,150,5.8,14,140,5.5,850,1987/4/10,7.9,Plumpton
77226,1200,31,93,800,17,4600,1988/11/29,8.5,Plumpton
77226,1300,35,140,740,18,4900,1988/5/3,7.8,Plumpton
77226,1700,44,200,880,23,5800,1989/12/12,7.9,Plumpton
77226,510,16,54,370,9.8,2300,1989/5/10,7.8,Plumpton
77226,1300,32,150,710,18,4600,1990/11/21,7.6,Plumpton
77226,1400,34,150,780,20,5200,1990/5/16,7.7,Plumpton
77226,1600,49,200,900,25,5800,1991/11/13,7.7,Plumpton
77226,1600,49,180,850,20,5900,1991/5/8,7.7,Plumpton
77226,410,12,31,310,7.1,1800,1992/12/8,7.5,Plumpton
77304,7400,300,580,4100,68,22000,1987/3/19,7.7,Gredgwin
77304,1700,57,83,1000,24,5700,1987/3/26,6,Gredgwin
77304,3300,150,240,1900,37,11000,1987/4/7,7.3,Gredgwin
77436,124,22,20,135,11,887,1978/11/22,8.28,Morwell
77436,128,33,22,137,12,925,1978/11/22,8.28,Morwell
77436,126,29,15,124,10,840,1981/7/15,7.8,Morwell
77850,590,110,40,340,5.2,2600,1993/3/15,7.4,Langkoop
77850,630,110,45,370,6,2700,1996/3/6,7.7,Langkoop
77850,762,144,49,425,10,3200,2002/3/20,7.24,Langkoop
77850,870,150,56,460,7.1,3400,2008/9/9,7.2,Langkoop
77947,110,16,6.2,66,6.7,490,1989/8/3,7.6,Perry Bridge
78550,166,63,15,87,1,1120,1975/12/4,8.14,Allansford
78550,173,71,14,105,1,1100,1975/5/14,7.98,Allansford
78550,130,130,13,73,0.9,1000,1986/5/28,7,Allansford
78550,160,140,13,79,1.7,1100,1989/5/25,7.4,Allansford
78550,130,110,12,70,0.6,1000,1990/8/7,7.2,Allansford
79086,8700,360,700,4500,16,24000,1988/5/27,7.1,Fairley
79270,140,6.7,15,110,5.8,700,1986/12/3,6.7,Moglonemby
79280,2700,120,130,2000,16,9700,1990/12/4,7.7,Cabarita
79619,560,62,34,430,16,2500,1991/6/26,7.7,Sunnycliffs
79655,1400,180,140,650,25,4800,1986/2/18,7.8,Broughton
79655,960,230,12,470,27,3400,1988/3/9,8.9,Broughton
79655,910,120,44,450,28,3200,1989/3/22,8.1,Broughton
79655,920,81,46,430,25,3100,1990/4/4,8.4,Broughton
79655,930,140,64,360,15,3300,1996/6/4,7.6,Broughton
79717,9300,180,1100,5900,25,26000,1989/12/6,6.4,Wirrate
79724,630,39,54,410,6.3,2600,1985/12/12,7.9,Mitiamo
79784,85,27,22,35,4,660,1974/2/26,8.12,Thorpdale
79857,170,4.2,9,170,4.3,840,1990/2/5,7,Tamleugh
79919,3800,610,0.5,2000,22,13000,1988/8/25,12,Mologa
79928,12,1,1,9,3,81,1975/2/7,5.69,Monbulk
79928,14,2,2,12,2,161,1975/3/5,6.68,Monbulk
79928,13,1,2,11,2,57,1975/3/5,6.68,Monbulk
79928,13,1,1,9,1,74,1975/7/23,6.48,Monbulk
79928,16,1,1,12,1,90,1977/12/22,5.67,Monbulk
79928,11,1.3,0.7,6.7,0.1,53,1985/4/15,5.8,Monbulk
79930,22,2,1,16,2,228,1977/7/1,6.6,Mount Dandenong
79930,26,5.8,1.9,16,0.9,230,1985/4/16,6.3,Mount Dandenong
80230,37,13,3.1,30,3.2,230,1989/12/13,7.6,Chapple Vale
80230,34,1,2,30,5,199,2009/4/29,6.43,Chapple Vale
80239,9300,360,1400,4900,43,26000,1990/3/20,6.7,Moora
80245,187,23,16,103,10,875,1973/4/11,6.74,Beaumaris
80245,723,84,58,323,21,2466,1973/4/11,6.74,Beaumaris
80245,515,124,34,404,1,2640,1974/1/16,7.88,Beaumaris
80245,488,115,33,397,1,2510,1976/2/18,8.18,Beaumaris
80245,479,113,32,405,1,2540,1977/2/11,8.04,Beaumaris
80245,440,28,28,370,0.7,2400,1983/3/11,7.3,Beaumaris
80245,410,91,29,380,0.5,2300,1983/8/10,7.9,Beaumaris
80245,410,91,29,380,0.5,2300,1983/8/10,7.9,Beaumaris
80245,410,91,29,380,0.5,2300,1983/8/10,7.9,Beaumaris
80245,410,89,24,340,0.1,2200,1986/10/27,7.8,Beaumaris
80245,410,100,27,350,0.2,2300,1986/4/15,7.9,Beaumaris
80245,400,81,25,350,0.1,2200,1987/4/1,7.5,Beaumaris
80245,410,96,25,340,1,2200,1987/9/9,7.6,Beaumaris
80245,400,95,25,340,1.1,2100,1988/12/1,8.1,Beaumaris
80245,400,95,26,340,0.5,2200,1988/4/27,7.8,Beaumaris
80245,400,92,24,330,0.5,2200,1989/5/8,7.5,Beaumaris
80245,410,96,25,340,0.5,2300,1990/1/3,7.9,Beaumaris
80245,410,95,24,320,0.5,2200,1990/11/23,7.4,Beaumaris
80245,410,100,27,350,0.5,2000,1990/5/4,7.4,Beaumaris
80245,260,80,18,220,4,1500,1991/12/4,7.5,Beaumaris
80245,410,120,26,340,2.2,2200,1991/5/8,7.3,Beaumaris
80749,290,5.6,23,180,8.8,1100,1988/4/21,6.4,Graytown
81072,793,23,77,449,5,2860,1981/12/16,8,Mooroopna North
81072,3240,117,401,1530,8,9850,1982/3/6,7.5,Mooroopna North
81072,3400,150,420,1500,8,10000,1984/6/27,7.1,Mooroopna North
81072,3500,140,420,1500,4,10000,1986/12/9,6.9,Mooroopna North
81436,43,4,9,37,1,338,1976/5/20,4.29,Clarinda
81436,147,5,19,88,5,687,1977/10/12,5.64,Clarinda
81436,33,1,13,30,1,285,1977/10/12,5.64,Clarinda
81436,31,1,13,31,1,287,1977/3/16,5.3,Clarinda
81436,36,1,15,30,1,330,1978/2/28,5.5,Clarinda
81436,32,1,7,28,1,229,1980/1/9,5.58,Clarinda
81436,31,1,6,29,2,225,1980/7/30,6.4,Clarinda
81436,30,3,7,28,3,245,1981/1/27,7.25,Clarinda
81436,34,1,12,29,1,273,1981/9/18,6.01,Clarinda
81436,23,1.6,6.8,31,1.7,210,1985/3/15,6,Clarinda
81436,28,13,6.7,26,1.6,250,1985/9/25,6.8,Clarinda
81436,29,0.8,6.2,24,1.8,200,1986/10/31,5.8,Clarinda
81436,31,0.7,5.7,28,0.7,190,1986/4/16,5.7,Clarinda
81436,27,1.4,5.1,25,0.1,180,1987/4/2,5.4,Clarinda
81436,27,0.8,4.8,23,0.3,220,1987/9/28,6.1,Clarinda
81436,27,0.8,4.9,23,0.6,180,1988/12/1,6.8,Clarinda
81436,27,1.5,5.1,25,0.5,180,1988/4/28,5.4,Clarinda
81436,27,0.6,4.4,23,1.1,180,1989/5/8,5.6,Clarinda
81436,26,1.2,3.7,23,1.8,170,1990/11/23,6.1,Clarinda
81436,26,0.7,3.7,21,1,170,1990/5/7,5.4,Clarinda
81436,25,1.4,3.9,22,1.5,170,1991/11/22,6.2,Clarinda
81436,27,1.3,4.2,23,0.9,180,1991/5/8,5.5,Clarinda
81998,166,2,2,358,11,1455,1980/1/10,8.46,Gorae West
81998,162,2,2,356,11,1440,1980/1/10,8.46,Gorae West
81998,163,2,2,358,11,1445,1980/1/10,8.46,Gorae West
81998,163,2,2,358,11,1445,1980/1/10,8.46,Gorae West
81998,162,2,2,354,11,1450,1980/1/10,8.46,Gorae West
81998,164,3,2,349,11,1525,1980/1/10,8.46,Gorae West
81998,166,2,2,361,11,1455,1980/1/11,8.45,Gorae West
81998,164,4,2,356,11,1455,1980/1/11,8.45,Gorae West
81998,173,2,2,361,11,1510,1980/1/11,8.45,Gorae West
81998,162,2,2,350,11,1445,1980/1/9,8.38,Gorae West
81998,173,2,2,358,11,1510,1980/1/9,8.38,Gorae West
81998,164,2,2,353,11,1445,1980/7/1,8.25,Gorae West
82513,3000,180,290,1700,6.8,10000,1986/4/14,7.5,Mundoona
82513,3000,180,290,1700,6.8,10000,1986/4/14,7.5,Mundoona
82513,1500,85,120,930,8,5500,1986/4/26,7.6,Mundoona
82513,1500,85,120,930,8,5500,1986/4/26,7.6,Mundoona
82513,1600,94,130,1000,8.6,5900,1986/4/28,7.9,Mundoona
82513,2400,120,200,1300,12,8000,1986/4/30,7.8,Mundoona
82513,2400,120,200,1300,12,8000,1986/4/30,7.8,Mundoona
82513,2600,130,210,1500,14,8000,1986/5/28,7.8,Mundoona
82513,2600,130,210,1500,14,8000,1986/5/28,7.8,Mundoona
82513,2600,140,230,1400,12,8600,1986/6/26,8,Mundoona
82513,2800,140,240,1500,12,8600,1987/1/8,7.2,Mundoona
82513,2940,112,241,1380,17,8700,2012/12/10,7.59,Mundoona
82540,14000,390,1200,7000,54,36000,1988/1/20,6,Murchison
82751,3200,97,230,1800,19,10000,1987/4/8,7.1,Teal Point
82759,15000,910,1500,7600,11,41000,1987/3/17,6.9,Myall
82762,4200,190,310,2400,7.3,13000,1988/7/19,6.2,Murrabit
82845,82,7.3,2.4,54,2.4,350,1987/1/29,9,Murroon
82999,350,31,49,190,5.6,1400,1986/2/7,7.7,Fosterville
82999,490,50,85,270,7.7,2100,1986/3/13,8.3,Fosterville
83006,370,42,71,130,4.7,1500,1991/8/29,7.3,Barnadown
83232,5,2.4,2.1,4.5,1.5,58,1987/11/25,6.6,Myrtleford
83459,360,120,22,200,0.7,1700,1988/3/30,7.6,Lindsay
83459,340,100,21,200,1.8,1700,1989/4/12,7.9,Lindsay
83459,350,110,20,190,0.8,1800,1990/4/11,7.6,Lindsay
83459,290,46,15,180,2.9,1300,1993/3/4,7.3,Lindsay
83459,330,110,19,190,1,1700,1996/3/21,7.7,Lindsay
83459,287,110,18,186,1,1440,2002/3/5,7.3,Lindsay
83459,360,120,23,200,1.4,1700,2008/9/8,7.3,Lindsay
83729,910,150,55,550,3,3600,1987/10/8,7.9,Nangeela
83729,840,170,48,540,0.5,3500,1988/3/30,7.5,Nangeela
83729,840,160,46,510,1.4,3500,1989/3/8,7.3,Nangeela
83729,370,24,13,310,0.5,1800,1990/4/11,6.9,Nangeela
83729,370,63,15,300,0.5,1900,1993/3/3,7.2,Nangeela
83729,610,110,31,380,0.5,2700,1996/3/21,7.4,Nangeela
83758,590,46,66,1100,9.6,5000,1987/3/18,7.5,Nanneella
83758,1600,48,93,1100,19,5600,1987/3/19,7.3,Nanneella
83758,1000,35,62,690,13,3900,1987/3/26,7.8,Nanneella
83758,560,47,66,1100,8.6,4900,1987/3/8,8,Nanneella
83758,910,34,53,620,12,3500,1987/4/7,7.7,Nanneella
83758,1159.865,367.8,76,575,15.89,3615,2003/7/24,7.14,Nanneella
84016,1982,91,181,1167,9,6850,1974/7/2,7.01,Picola West
84016,2400,12,160,1400,8.4,7500,1984/11/27,8.7,Picola West
84016,3200,62,63,1700,19,8500,2018/10/29,8.58,Picola West
84016,2900,63,65,1800,19,8600,2018/3/8,8.36,Picola West
84016,2800,58,57,1600,19,8300,2019/10/23,8.01,Picola West
84156,50,21,10,57,9,466,1972/12/18,8.15,Hernes Oak
84288,150,57,18,98,11,910,1984/4/27,8.2,Curdie Vale
84288,150,68,18,99,15,970,1984/4/28,8.1,Curdie Vale
84288,150,73,18,99,11,980,1984/4/28,8.1,Curdie Vale
84288,150,78,17,97,8,1000,1984/5/1,7.7,Curdie Vale
84745,2300,170,190,1200,22,7300,1988/4/18,7.8,Natimuk
84745,70,44,17,200,7.1,1200,1989/9/12,8.1,Natimuk
84796,470,40,66,1800,38,12000,1984/3/14,7.8,Neereman
84796,54,19,10,45,3.6,400,1984/5/1,8.1,Neereman
84883,222,76,30,122,3,1210,1977/11/25,7.83,Rye
84883,750,106,62,401,8,2950,1978/5/2,8.15,Rye
84883,100,80,33,91,4,1020,1980/6/19,8.2,Rye
84883,67,95,32,71,1.3,970,1987/8/5,7.5,Rye
84883,600,100,47,310,6.2,2400,1988/3/22,7.9,Rye
84885,2132,135,144,1137,27,7200,1978/3/17,7.65,St Andrews Beach
84885,234,36,17,131,6,1000,1980/6/19,7.1,St Andrews Beach
84891,1782,119,125,953,33,6000,1980/6/19,8,Sorrento
84891,11000,280,750,6200,220,30000,1987/8/6,7.6,Sorrento
84891,1400,120,110,850,28,4600,1988/3/24,8.3,Sorrento
84891,20200,430,1340,11300,466,52900,2009/9/23,7.42,Sorrento
84892,18600,629,1210,10080,400,46500,1980/9/10,7.75,Blairgowrie
84892,15075,479,928,8436,339,39400,1980/9/16,7.7,Blairgowrie
84892,10800,422,704,5984,290,30300,1980/9/8,7.45,Blairgowrie
86174,920,27,97,650,3.2,4000,1986/5/15,8,Northwood
86174,1000,73,93,540,5.2,3700,1986/5/16,4.8,Northwood
86174,820,95,90,400,5.1,3100,1986/5/22,6.8,Northwood
86174,940,110,120,420,6.5,3400,1986/5/22,6.8,Northwood
86174,1100,70,96,510,4.6,3800,1986/7/1,5.9,Northwood
86174,1100,55,95,580,4.1,3900,1988/7/7,6.2,Northwood
86197,1300,76,71,630,130,4500,1985/11/5,7.9,Mepunga East
86197,1300,76,70,620,130,4400,1985/11/5,7.9,Mepunga East
86197,1300,76,70,620,130,4500,1985/11/5,7.9,Mepunga East
86197,1200,80,64,590,110,4000,1985/11/6,7.95,Mepunga East
86197,1300,75,70,630,130,4400,1985/11/6,7.95,Mepunga East
86197,1300,76,70,630,130,4400,1985/11/6,7.95,Mepunga East
86197,1200,79,63,570,110,4000,1985/11/6,7.95,Mepunga East
86885,56000,1100,3200,28000,510,120000,1991/7/8,5.5,Ouyen
86885,84000,1000,4500,42000,580,140000,1992/9/30,5.5,Ouyen
87940,30600,590,2440,15900,126,74900,2011/12/13,6.78,Swan Hill
88274,1,3,5,4,1,72,2009/6/17,6.07,Porepunkah
88746,51,0.4,4.5,48,1,240,1984/8/24,7.2,Pranjip
89048,4300,330,240,2200,56,13000,1991/8/27,9.7,Weerite
90121,2200,210,180,1300,9,8000,1986/5/1,7.4,St James
90121,2200,210,180,1300,9,8000,1986/5/1,7.4,St James
90121,2400,230,180,1400,7.1,8300,1986/5/2,7.8,St James
90121,2400,230,180,1400,7.1,8300,1986/5/2,7.8,St James
90149,96,26,6.1,63,10,500,1987/3/6,7.8,Longford
90149,85,9,5,49,9,447,2009/7/6,8.78,Longford
90614,410,2.8,5.7,400,30,2000,1986/11/20,9.1,Seacombe
90614,390,2.6,4.9,400,30,2000,1987/3/4,9.1,Seacombe
90778,130,17,36,190,8.4,1100,1986/5/1,7.7,Seymour
90778,73,12,9.1,42,3.5,360,1986/5/5,6.6,Seymour
90778,28,8.3,7.5,99,2.5,490,1986/5/8,7.45,Seymour
90778,32,3.8,4.2,40,3.2,240,1986/5/8,7.45,Seymour
90778,70,20,7.9,51,2.7,380,1986/7/1,7,Seymour
90778,100,15,14,67,3.4,540,1988/7/7,6.5,Seymour
90895,2000,74,150,1100,11,6300,1986/11/14,8.2,Grahamvale
90895,2000,80,160,1200,12,6500,1986/2/27,7.6,Grahamvale
90895,2000,80,150,1200,10,6400,1986/2/27,7.6,Grahamvale
90895,3100,160,240,1500,4.7,9400,1986/2/6,6.9,Grahamvale
90895,3100,190,280,1700,4.7,9500,1986/2/6,6.9,Grahamvale
90895,1500,72,91,1100,2.4,5700,1986/2/6,6.9,Grahamvale
90895,1500,68,96,1100,2.4,5700,1986/2/6,6.9,Grahamvale
90895,1900,87,150,1100,12,6500,1986/3/12,7.4,Grahamvale
90895,1900,72,140,1100,13,6500,1986/3/12,7.4,Grahamvale
90895,1900,87,150,1100,12,6500,1986/3/12,7.4,Grahamvale
90895,1900,72,140,1100,13,6500,1986/3/12,7.4,Grahamvale
90895,2000,79,160,1200,13,6600,1986/3/14,7.4,Grahamvale
90895,2000,75,150,1100,12,6700,1986/3/14,7.4,Grahamvale
90895,2000,79,160,1200,13,6600,1986/3/14,7.4,Grahamvale
90895,2000,75,150,1100,12,6700,1986/3/14,7.4,Grahamvale
90895,1800,110,150,1100,12,6400,1986/3/19,7.75,Grahamvale
90895,1800,76,150,1100,12,6300,1986/3/19,7.75,Grahamvale
90895,1800,110,150,1100,12,6400,1986/3/19,7.75,Grahamvale
90895,1800,76,150,1100,12,6300,1986/3/19,7.75,Grahamvale
