Site ID,Chloride as Cl,Calcium (Total),Total Magnesium,Sodium as Na,Potassium as K,Salinity as EC@25 (lab),Date,pH
" ""50876",514.0,37.0,42.0,238.0,10.0,2020.0,2009-07-06,8.48
" ""50893",120.0,5.1,28.0,51.0,1.6,510.0,1988-03-24,6.65
" ""50893",19.0,1.0,5.9,41.0,1.9,220.0,1988-03-24,6.65
" ""50893",120.0,5.1,28.0,51.0,1.6,510.0,1988-03-24,6.65
" ""50893",19.0,1.0,5.9,41.0,1.9,220.0,1988-03-24,6.65
" ""50893",64.0,2.1,5.2,73.0,2.5,380.0,2018-03-20,6.8
" ""50946",180.0,75.0,25.0,120.0,4.1,1100.0,1983-01-12,7.6
" ""50946",180.0,80.0,27.0,110.0,4.2,1100.0,1988-03-08,7.8
" ""50946",190.0,95.0,27.0,120.0,4.5,1200.0,1989-03-21,7.6
" ""50946",190.0,73.0,25.0,110.0,3.3,1100.0,1990-03-22,7.6
" ""50946",160.0,70.0,24.0,96.0,3.6,1000.0,1993-03-02,7.4
" ""50946",170.0,71.0,26.0,100.0,3.4,1100.0,1996-03-20,7.9
" ""50946",185.0,81.0,27.0,107.0,5.0,1100.0,2002-03-07,7.64
" ""50946",180.0,85.0,26.0,120.0,4.2,1100.0,2008-09-09,7.5
" ""50971",8600.0,368.0,681.0,4660.0,35.0,22143.0,1973-03-06,7.18
" ""50971",8080.0,263.0,584.0,4425.0,30.0,22900.0,1980-09-09,6.6
" ""50971",8220.0,261.0,577.0,4507.0,30.0,23500.0,1981-03-11,6.5
" ""50971",8160.0,249.0,597.0,4633.0,10.0,23000.0,1981-09-09,7.2
" ""50971",8900.0,350.0,690.0,4600.0,37.0,26000.0,1984-11-08,6.7
" ""50972",8930.0,384.0,761.0,4880.0,34.0,25929.0,1973-04-13,7.47
" ""50972",3540.0,8.0,141.0,2968.0,13.0,13100.0,1980-09-09,8.55
" ""50972",3630.0,16.0,129.0,2947.0,14.0,13400.0,1981-03-11,8.8
" ""50972",3600.0,6.0,128.0,3022.0,7.0,13200.0,1981-09-09,8.9
" ""50972",3900.0,7.4,110.0,3100.0,9.6,13000.0,1984-12-12,9.3
" ""50976",13000.0,370.0,860.0,8400.0,55.0,37000.0,1986-03-14,7.7
" ""50976",13000.0,550.0,1100.0,6900.0,64.0,36000.0,1986-04-04,7.7
" ""50976",10000.0,390.0,870.0,5700.0,57.0,29000.0,1986-05-26,7.1
" ""50976",19000.0,820.0,1700.0,9700.0,100.0,45000.0,1986-06-17,7.1
" ""50977",15000.0,570.0,1100.0,7900.0,60.0,37000.0,1986-06-17,7.2
" ""50977",15000.0,570.0,1100.0,7900.0,60.0,37000.0,1986-06-17,7.2
" ""50978",15000.0,370.0,1400.0,8900.0,110.0,40000.0,1986-11-13,7.7
" ""50978",16000.0,380.0,1400.0,9200.0,110.0,43000.0,1986-11-19,6.8
" ""50978",16000.0,450.0,1500.0,9900.0,120.0,44000.0,1986-11-25,7.4
" ""50978",17000.0,450.0,1500.0,9100.0,98.0,44000.0,1986-12-29,7.6
" ""50978",17000.0,450.0,1500.0,9100.0,98.0,44000.0,1986-12-29,7.6
" ""50979",1400.0,49.0,120.0,830.0,14.0,4900.0,1986-12-10,7.8
" ""50979",7500.0,210.0,660.0,4300.0,50.0,22000.0,1986-12-29,7.3
" ""50980",15000.0,440.0,1400.0,8100.0,94.0,39000.0,1986-12-17,7.0
" ""50983",330.0,33.0,32.0,190.0,4.7,1400.0,1990-01-11,7.8
" ""50984",6600.0,280.0,470.0,3700.0,32.0,20000.0,1990-01-11,7.6
" ""51001",188.0,11.0,18.0,171.0,2.0,1060.0,1981-04-24,7.65
" ""51001",170.0,9.8,17.0,150.0,2.2,890.0,1986-12-04,8.0
" ""51004",9700.0,750.0,880.0,5100.0,16.0,27000.0,1988-03-29,6.7
" ""51004",9700.0,750.0,880.0,5100.0,16.0,27000.0,1988-03-29,6.7
" ""51213",464.0,13.0,37.0,226.0,2.0,1577.0,1975-09-01,6.99
" ""51213",467.0,11.0,38.0,226.0,2.0,1585.0,1975-09-01,6.99
" ""51213",473.0,11.0,38.0,230.0,2.0,1880.0,1975-09-01,6.99
" ""51213",469.0,11.0,38.0,226.0,2.0,1572.0,1975-09-03,6.24
" ""51213",510.0,15.0,47.0,252.0,4.0,1790.0,1976-01-14,4.46
" ""51213",828.0,22.0,77.0,396.0,3.0,3150.0,1976-01-14,4.46
" ""51214",340.0,11.0,24.0,178.0,2.0,1225.0,1975-07-19,6.76
" ""51214",86.0,3.0,6.0,55.0,1.0,364.0,1975-07-19,6.76
" ""51214",241.0,15.0,11.0,122.0,2.0,820.0,1975-07-06,6.06
" ""51214",218.0,34.0,11.0,104.0,3.0,840.0,1975-09-16,7.19
" ""51214",222.0,34.0,11.0,105.0,3.0,845.0,1975-09-17,7.19
" ""51215",49.0,1.0,3.0,29.0,1.0,194.0,1975-08-19,6.69
" ""51346",11000.0,239.0,644.0,6183.0,79.0,29600.0,1976-10-25,6.89
" ""51346",61500.0,287.0,3841.0,36687.0,425.0,124500.0,1976-04-24,6.65
" ""51346",36100.0,399.0,1909.0,22207.0,240.0,85000.0,1976-04-07,2.78
" ""51346",56750.0,312.0,2940.0,34006.0,345.0,117000.0,1976-05-18,5.34
" ""51346",86900.0,282.0,4976.0,51531.0,510.0,154000.0,1976-06-02,6.65
" ""51346",22900.0,283.0,1278.0,13191.0,153.0,52500.0,1976-09-20,6.58
" ""51346",12000.0,128.0,648.0,7125.0,78.0,32300.0,1976-09-06,7.49
" ""51346",55150.0,1873.0,3163.0,28676.0,480.0,110000.0,1977-09-06,6.72
" ""51346",44560.0,586.0,2428.0,25210.0,285.0,103500.0,1979-08-30,6.49
" ""51346",46250.0,556.0,2510.0,26200.0,299.0,103000.0,1980-11-27,6.7
" ""51346",46000.0,580.0,2600.0,28000.0,300.0,110000.0,1983-05-05,3.9
" ""51346",48000.0,540.0,2300.0,26000.0,290.0,97000.0,1986-06-04,4.0
" ""51347",100100.0,326.0,5550.0,58700.0,560.0,170000.0,1980-11-10,3.05
" ""51347",61250.0,383.0,3370.0,39600.0,358.0,128000.0,1981-01-08,6.8
" ""51347",163250.0,470.0,9600.0,96500.0,999.0,180600.0,1981-05-13,6.7
" ""51348",117000.0,510.0,6240.0,70300.0,580.0,188000.0,1980-12-02,7.22
" ""51348",118000.0,540.0,6310.0,70600.0,580.0,188000.0,1980-12-02,7.22
" ""51348",152000.0,560.0,9550.0,90300.0,999.0,180400.0,1981-06-05,6.9
" ""51348",150000.0,430.0,6900.0,71000.0,890.0,180000.0,1987-01-21,7.0
" ""51350",87250.0,402.0,4850.0,52700.0,475.0,156000.0,1981-04-27,3.75
" ""51350",85500.0,411.0,5060.0,52100.0,475.0,156000.0,1981-04-27,3.75
" ""51350",86000.0,444.0,5160.0,49700.0,475.0,156000.0,1981-04-28,4.2
" ""51350",140600.0,520.0,8990.0,83200.0,999.0,180000.0,1981-05-06,3.3
" ""51350",128000.0,530.0,8100.0,78400.0,940.0,175000.0,1981-06-05,5.5
" ""51350",128000.0,459.0,7600.0,74900.0,750.0,185000.0,1981-07-07,5.9
" ""51350",130000.0,580.0,8200.0,74400.0,780.0,185000.0,1981-09-29,5.7
" ""51350",130000.0,570.0,7900.0,78000.0,820.0,180000.0,1987-01-21,6.6
" ""51640",306.0,7.0,26.0,214.0,7.0,1310.0,1975-02-14,7.4
" ""51640",340.0,27.0,38.0,240.0,6.1,1600.0,1985-02-11,7.9
" ""51640",350.0,7.5,38.0,230.0,5.7,1500.0,1990-12-08,8.7
" ""51640",380.0,9.3,47.0,250.0,6.7,1700.0,1991-03-20,8.4
" ""51640",360.0,13.0,44.0,250.0,6.3,1600.0,1991-09-24,8.2
" ""51640",360.0,13.0,44.0,250.0,6.3,1600.0,1991-09-24,8.2
" ""51718",200.0,23.0,28.0,120.0,3.5,960.0,1990-12-08,7.4
" ""51718",180.0,20.0,25.0,110.0,3.6,860.0,1990-05-21,7.3
" ""51718",410.0,40.0,52.0,270.0,7.1,1900.0,1991-03-20,7.3
" ""51718",400.0,39.0,55.0,270.0,7.0,1900.0,1991-09-24,7.4
" ""51718",400.0,39.0,55.0,270.0,7.0,1900.0,1991-09-24,7.4
" ""51719",900.0,86.0,100.0,550.0,11.0,4100.0,1990-12-08,7.3
" ""51719",880.0,88.0,110.0,640.0,12.0,4200.0,1990-05-25,7.1
" ""51719",920.0,93.0,110.0,590.0,12.0,4200.0,1991-03-20,7.4
" ""51719",920.0,110.0,140.0,630.0,17.0,4300.0,1991-09-24,7.2
" ""51719",920.0,110.0,140.0,630.0,17.0,4300.0,1991-09-24,7.2
" ""51720",830.0,93.0,97.0,520.0,13.0,3500.0,1990-12-08,7.0
" ""51720",430.0,37.0,42.0,300.0,8.0,2100.0,1990-06-08,7.5
" ""51720",790.0,84.0,90.0,500.0,12.0,3400.0,1991-03-21,7.1
" ""51721",390.0,56.0,44.0,380.0,4.6,2600.0,1990-12-08,7.3
" ""51721",1500.0,140.0,120.0,720.0,12.0,5400.0,1990-06-20,6.8
" ""51721",420.0,59.0,50.0,420.0,5.4,2600.0,1991-03-21,7.3
" ""51721",63.0,13.0,9.8,130.0,2.8,670.0,1991-09-24,7.5
" ""51721",63.0,13.0,9.8,130.0,2.8,670.0,1991-09-24,7.5
" ""51722",700.0,70.0,86.0,430.0,15.0,3000.0,1990-12-08,7.1
" ""51722",660.0,58.0,75.0,380.0,14.0,2900.0,1991-03-21,7.3
" ""51722",620.0,58.0,77.0,390.0,14.0,2800.0,1991-09-24,7.2
" ""51722",620.0,58.0,77.0,390.0,14.0,2800.0,1991-09-24,7.2
" ""51723",480.0,37.0,34.0,340.0,8.8,2200.0,1990-12-08,7.6
" ""51723",480.0,39.0,37.0,360.0,9.7,2200.0,1991-03-21,7.7
" ""51723",480.0,39.0,39.0,370.0,10.0,2300.0,1991-09-24,7.8
" ""51723",480.0,39.0,39.0,370.0,10.0,2300.0,1991-09-24,7.8
" ""51724",140.0,6.5,4.6,140.0,2.5,760.0,1990-12-08,7.4
" ""51724",220.0,14.0,10.0,220.0,2.8,1200.0,1991-03-21,7.4
" ""51724",230.0,16.0,12.0,230.0,4.2,1200.0,1991-09-24,7.6
" ""51724",230.0,16.0,12.0,230.0,4.2,1200.0,1991-09-24,7.6
" ""51726",4500.0,320.0,480.0,2600.0,31.0,14000.0,1990-12-08,6.9
" ""51726",4400.0,300.0,440.0,2400.0,28.0,14000.0,1991-03-21,7.0
" ""51726",4500.0,220.0,340.0,1800.0,21.0,15000.0,1991-09-24,7.1
" ""51726",4500.0,220.0,340.0,1800.0,21.0,15000.0,1991-09-24,7.1
" ""51727",570.0,47.0,68.0,320.0,6.4,2500.0,1990-12-08,7.6
" ""51727",600.0,51.0,75.0,350.0,5.6,2600.0,1991-03-21,7.2
" ""51727",560.0,49.0,77.0,340.0,4.9,2400.0,1991-09-23,7.5
" ""51727",560.0,49.0,77.0,340.0,4.9,2400.0,1991-09-23,7.5
" ""51728",77.0,7.6,10.0,54.0,4.4,400.0,1990-12-08,7.1
" ""51728",170.0,18.0,23.0,110.0,4.4,810.0,1991-03-20,7.1
" ""51728",360.0,33.0,53.0,240.0,4.3,1700.0,1991-09-23,7.4
" ""51729",2400.0,220.0,320.0,1100.0,7.3,8100.0,1990-12-08,7.0
" ""51729",2900.0,240.0,360.0,1300.0,7.3,9500.0,1991-03-21,6.9
" ""51729",3000.0,240.0,370.0,1300.0,6.8,9700.0,1991-09-23,7.1
" ""51729",3000.0,240.0,370.0,1300.0,6.8,9700.0,1991-09-23,7.1
" ""51730",300.0,19.0,24.0,220.0,2.1,1500.0,1990-12-08,7.6
" ""51730",310.0,20.0,27.0,260.0,2.3,1600.0,1991-03-20,7.6
" ""51730",300.0,20.0,27.0,260.0,1.8,1600.0,1991-09-23,7.6
" ""51730",300.0,20.0,27.0,260.0,1.8,1600.0,1991-09-23,7.6
" ""51732",410.0,37.0,48.0,200.0,4.5,1700.0,1990-12-08,7.1
" ""51732",400.0,37.0,50.0,210.0,4.6,1700.0,1991-03-21,7.1
" ""51732",400.0,37.0,51.0,200.0,4.2,1700.0,1991-09-23,7.0
" ""51732",400.0,37.0,51.0,200.0,4.2,1700.0,1991-09-23,7.0
" ""51735",5.0,2.0,3.0,7.0,1.0,71.0,1979-06-12,6.52
" ""51735",5.0,2.0,3.0,7.0,1.0,70.0,1979-06-13,6.7
" ""51735",5.0,2.0,3.0,7.0,1.0,68.0,1979-06-14,6.51
" ""51735",5.0,2.0,3.0,7.0,1.0,67.0,1979-06-15,6.5
" ""51735",5.0,3.0,2.0,7.0,1.0,68.0,1979-06-16,6.82
" ""51735",5.0,2.0,3.0,7.0,1.0,69.0,1979-06-17,6.72
" ""51735",6.0,2.0,3.0,7.0,1.0,70.0,1979-06-18,6.72
" ""51735",5.0,2.0,3.0,7.0,1.0,68.0,1979-06-19,6.73
" ""51735",5.0,2.0,3.0,7.0,1.0,68.0,1979-06-20,7.35
" ""51735",5.0,2.0,3.0,7.0,1.0,70.0,1979-06-21,6.52
" ""51735",11.0,3.0,4.0,10.0,1.0,215.0,2009-06-18,6.5
" ""51736",6.0,6.0,5.0,8.0,1.0,180.0,1979-06-04,7.28
" ""51736",4.0,4.0,2.0,8.0,1.0,79.0,1981-07-15,7.4
" ""51736",4.0,4.0,2.0,8.0,1.0,79.0,1981-07-15,7.4
" ""51736",1.0,2.0,2.0,4.0,1.0,67.0,2009-06-18,5.9
" ""51737",3.0,5.0,5.0,12.0,1.0,122.0,1981-07-15,7.3
" ""51738",3.0,9.0,5.0,18.0,1.0,166.0,1980-02-11,8.11
" ""51738",3.0,9.0,5.0,18.0,2.0,166.0,1980-02-12,7.95
" ""51738",4.0,9.0,5.0,19.0,1.0,168.0,1980-02-13,7.71
" ""51738",3.0,9.0,5.0,19.0,1.0,165.0,1980-02-14,7.59
" ""51738",4.0,9.0,5.0,19.0,1.0,169.0,1980-02-15,7.59
" ""51738",1.0,8.0,5.0,19.0,1.0,165.0,1980-02-16,8.15
" ""51738",1.0,9.0,5.0,19.0,1.0,166.0,1980-02-17,7.75
" ""51738",5.0,9.0,5.0,19.0,1.0,165.0,1980-02-18,7.79
" ""51738",2.0,6.0,5.0,11.0,1.0,116.0,1981-07-15,7.2
" ""51738",1.0,3.0,3.0,5.0,1.0,99.0,2009-06-18,6.2
" ""51740",7.0,4.0,8.0,6.0,4.0,146.0,1980-03-19,7.5
" ""51740",7.0,10.0,14.0,10.0,4.0,216.0,1980-04-30,7.3
" ""51740",2.0,3.0,3.0,2.0,1.0,52.0,1980-07-17,6.75
" ""51740",3.0,3.0,3.0,3.0,1.0,53.0,1980-07-21,7.0
" ""51740",3.0,5.0,2.0,3.0,1.0,69.0,1980-07-22,6.45
" ""51740",3.0,2.0,2.0,2.0,1.0,54.0,1980-07-23,6.2
" ""51740",3.0,3.0,2.0,3.0,1.0,56.0,1980-07-24,6.7
" ""51741",1.0,2.0,2.0,6.0,1.0,53.0,1981-07-15,6.7
" ""51743",5.0,5.9,4.9,6.8,3.4,120.0,1987-11-25,7.3
" ""51744",4.0,11.0,3.6,5.5,2.6,110.0,1987-11-25,7.4
" ""51745",4.0,4.8,3.6,5.8,1.8,86.0,1987-11-25,6.5
" ""51844",544.0,103.0,54.0,334.0,10.0,2475.0,1971-05-25,7.42
" ""51845",1035.0,106.0,85.0,606.0,16.0,3845.0,1971-06-03,7.5
" ""51845",1032.0,102.0,84.0,606.0,17.0,3845.0,1971-06-04,7.55
" ""51846",519.0,86.0,52.0,328.0,12.0,2378.0,1971-06-29,7.66
" ""51846",540.0,85.0,50.0,330.0,8.5,2300.0,1988-03-08,8.0
" ""51846",540.0,81.0,47.0,320.0,8.8,2400.0,1989-03-21,7.7
" ""51846",540.0,77.0,47.0,320.0,7.5,2400.0,1990-03-21,7.9
" ""51846",530.0,110.0,47.0,310.0,7.4,2400.0,1993-03-17,7.7
" ""51846",530.0,79.0,46.0,310.0,7.2,2400.0,1996-03-19,8.0
" ""51846",514.0,83.0,45.0,334.0,11.0,2360.0,2002-03-20,7.6
" ""51846",510.0,85.0,44.0,330.0,8.6,2400.0,2008-09-09,7.4
" ""52363",6800.0,350.0,550.0,4000.0,63.0,21000.0,1988-01-28,7.1
" ""52363",250.0,59.0,4.2,170.0,9.6,1200.0,1988-01-06,9.3
" ""52364",12000.0,460.0,1000.0,7200.0,85.0,34000.0,1988-03-02,7.3
" ""52365",320.0,66.0,36.0,340.0,4.0,2100.0,1988-04-12,7.9
" ""52368",2300.0,130.0,160.0,1300.0,21.0,7600.0,1987-06-17,7.5
" ""52752",68.0,3.2,5.7,38.0,6.1,290.0,1983-09-21,7.4
" ""52752",73.0,3.4,5.7,40.0,6.3,300.0,1983-09-22,7.2
" ""52754",49.0,25.0,18.0,64.0,13.0,570.0,1989-06-14,8.15
" ""52754",49.0,25.0,18.0,64.0,13.0,580.0,1989-06-14,8.15
" ""52754",50.0,26.0,18.0,65.0,13.0,570.0,1989-06-14,8.15
" ""52754",49.0,26.0,19.0,65.0,13.0,570.0,1989-06-14,8.15
" ""52872",650.0,18.0,46.0,460.0,8.5,2700.0,1991-05-15,7.7
" ""52873",520.0,20.0,54.0,290.0,5.4,2000.0,1991-05-15,7.0
" ""52874",350.0,27.0,43.0,230.0,3.7,1600.0,1991-05-15,7.2
" ""53125",7400.0,71.0,740.0,3900.0,20.0,22000.0,1988-12-12,4.0
" ""53125",7400.0,100.0,880.0,4200.0,18.0,23000.0,1988-02-08,4.3
" ""53661",1600.0,60.0,120.0,1100.0,6.1,6000.0,2011-12-07,8.0
" ""53671",11000.0,350.0,1200.0,5800.0,29.0,31000.0,1987-03-06,6.5
" ""53671",11000.0,350.0,1200.0,5800.0,11.0,30000.0,1987-04-13,6.4
" ""53673",210.0,33.0,45.0,69.0,2.9,850.0,1986-06-11,7.52
" ""53673",130.0,15.0,30.0,34.0,2.5,540.0,1986-06-11,7.52
" ""53673",1300.0,5.4,94.0,1000.0,0.9,5200.0,1986-06-11,7.52
" ""53673",140.0,17.0,33.0,37.0,2.7,590.0,1986-06-11,7.52
" ""53673",210.0,33.0,45.0,69.0,2.9,850.0,1986-06-11,7.52
" ""53673",130.0,15.0,30.0,34.0,2.5,540.0,1986-06-11,7.52
" ""53673",1300.0,5.4,94.0,1000.0,0.9,5200.0,1986-06-11,7.52
" ""53673",140.0,17.0,33.0,37.0,2.7,590.0,1986-06-11,7.52
" ""53673",6.0,2.6,5.2,14.0,1.5,100.0,1986-06-12,7.3
" ""53673",6.0,2.6,5.2,14.0,1.5,100.0,1986-06-12,7.3
" ""53673",8.0,1.9,3.4,45.0,1.0,200.0,1986-06-18,7.5
" ""53673",8.0,1.9,3.4,45.0,1.0,200.0,1986-06-18,7.5
" ""53673",47.0,3.7,6.1,90.0,1.7,450.0,1986-06-24,8.05
" ""53673",47.0,3.7,6.1,90.0,1.7,450.0,1986-06-24,8.05
" ""53673",91.0,6.1,9.3,87.0,2.1,530.0,1986-07-07,7.7
" ""53673",91.0,6.1,9.3,87.0,2.1,530.0,1986-07-07,7.7
" ""53673",47.0,1.0,2.0,92.0,1.0,443.0,2009-05-27,7.47
" ""53674",1100.0,53.0,130.0,660.0,7.4,4300.0,1986-08-01,7.1
" ""53674",1100.0,53.0,130.0,660.0,7.4,4300.0,1986-08-01,7.1
" ""53674",120.0,7.7,8.1,130.0,2.4,790.0,1986-08-13,8.15
" ""53674",120.0,5.4,8.3,140.0,1.9,750.0,1986-08-13,8.15
" ""53674",120.0,7.7,8.1,130.0,2.4,790.0,1986-08-13,8.15
" ""53674",120.0,5.4,8.3,140.0,1.9,750.0,1986-08-13,8.15
" ""53674",140.0,5.8,8.6,140.0,2.2,810.0,1986-08-14,8.0
" ""53674",140.0,5.8,8.6,140.0,2.2,810.0,1986-08-14,8.0
" ""53674",150.0,6.1,9.4,150.0,2.1,860.0,1986-08-20,8.0
" ""53674",150.0,6.1,9.4,150.0,2.1,860.0,1986-08-20,8.0
" ""53674",180.0,7.0,17.0,140.0,3.7,910.0,1986-08-04,7.7
" ""53674",180.0,7.0,17.0,140.0,3.7,910.0,1986-08-04,7.7
" ""53674",55.0,2.5,5.9,120.0,2.5,600.0,1986-08-07,7.9
" ""53674",97.0,3.4,6.6,140.0,2.9,720.0,1986-08-07,7.9
" ""53674",55.0,2.5,5.9,120.0,2.5,600.0,1986-08-07,7.9
" ""53674",97.0,3.4,6.6,140.0,2.9,720.0,1986-08-07,7.9
" ""53674",133.0,5.0,8.0,154.0,2.0,845.0,2009-05-27,7.75
" ""53675",469.0,2.0,41.0,642.0,1.0,3110.0,2009-05-27,6.98
" ""53677",5.0,1.2,2.1,16.0,1.2,90.0,1987-03-27,7.7
" ""53677",1.0,1.0,1.0,18.0,1.0,85.0,2009-05-27,6.6
" ""53679",3900.0,100.0,420.0,2400.0,8.4,12000.0,1988-03-28,6.1
" ""54342",1327.0,68.0,112.0,746.0,10.0,5140.0,1972-03-16,8.39
" ""54342",216.0,15.0,24.0,135.0,7.0,596.0,1974-05-02,8.21
" ""54342",954.0,15.0,71.0,525.0,10.0,3250.0,1974-08-28,8.76
" ""54342",994.0,10.0,65.0,555.0,12.0,3290.0,1975-02-17,7.83
" ""54342",510.0,12.0,33.0,285.0,9.0,1840.0,1980-09-09,7.75
" ""54342",575.0,14.0,36.0,331.0,9.0,2000.0,1981-03-11,8.1
" ""54342",474.0,13.0,32.0,276.0,8.0,1700.0,1981-09-09,7.8
" ""54342",760.0,14.0,54.0,440.0,11.0,2700.0,1985-02-12,7.9
" ""54343",627.0,47.0,62.0,358.0,11.0,2430.0,1974-05-02,7.7
" ""54343",1079.0,64.0,106.0,588.0,10.0,3960.0,1974-08-02,7.36
" ""54343",1121.0,49.0,112.0,600.0,12.0,4040.0,1974-08-28,7.9
" ""54343",1092.0,30.0,95.0,613.0,10.0,3800.0,1975-02-17,7.89
" ""54343",1112.0,8.0,39.0,664.0,10.0,3640.0,1980-09-09,8.0
" ""54343",1098.0,9.0,33.0,687.0,9.0,3550.0,1981-03-11,8.6
" ""54343",1112.0,8.0,40.0,689.0,9.0,3550.0,1981-09-10,8.2
" ""54343",1000.0,6.8,32.0,710.0,8.7,3700.0,1985-02-12,8.5
" ""54346",851.0,45.0,57.0,566.0,9.0,3380.0,1980-03-26,7.95
" ""54346",846.0,44.0,58.0,565.0,9.0,3350.0,1980-09-09,8.1
" ""54346",853.0,44.0,59.0,582.0,9.0,3300.0,1981-03-11,8.2
" ""54346",855.0,42.0,58.0,587.0,8.0,3250.0,1981-09-10,8.2
" ""54348",99.0,9.0,4.0,58.0,2.0,390.0,1980-03-25,7.15
" ""54348",104.0,10.0,3.0,61.0,3.0,420.0,1980-09-09,7.3
" ""54348",109.0,9.0,3.0,66.0,3.0,420.0,1981-03-11,7.3
" ""54348",111.0,9.0,2.0,63.0,4.0,420.0,1981-09-09,7.3
" ""54348",130.0,11.0,2.7,85.0,2.4,510.0,1985-02-12,7.5
" ""54349",932.0,58.0,93.0,529.0,9.0,3490.0,1978-07-31,7.79
" ""54349",994.0,61.0,100.0,554.0,9.0,3660.0,1978-08-01,7.46
" ""54349",1032.0,63.0,104.0,563.0,9.0,3760.0,1978-08-01,7.46
" ""54349",1039.0,63.0,103.0,570.0,9.0,3690.0,1978-08-15,8.2
" ""54349",1041.0,62.0,102.0,568.0,9.0,3700.0,1978-08-16,8.28
" ""54349",1039.0,63.0,102.0,568.0,9.0,3600.0,1978-08-16,8.28
" ""54349",1041.0,63.0,102.0,570.0,9.0,3570.0,1978-08-17,8.32
" ""54349",1040.0,63.0,102.0,570.0,9.0,3600.0,1978-08-17,8.32
" ""54349",1033.0,63.0,104.0,563.0,9.0,3780.0,1978-08-02,7.46
" ""54349",1035.0,63.0,104.0,563.0,9.0,3800.0,1978-08-02,7.46
" ""54349",1032.0,63.0,105.0,560.0,9.0,3795.0,1978-08-02,7.46
" ""54349",1011.0,8.0,63.0,555.0,9.0,3280.0,1980-03-25,8.3
" ""54349",1016.0,8.0,65.0,556.0,9.0,3300.0,1980-09-09,8.0
" ""54349",1008.0,7.0,65.0,580.0,9.0,3300.0,1981-03-11,8.5
" ""54349",1009.0,6.0,64.0,561.0,10.0,3320.0,1981-09-09,8.4
" ""54349",950.0,3.8,60.0,570.0,9.8,3400.0,1984-07-09,9.2
" ""54350",275.0,11.0,11.0,157.0,3.0,960.0,1980-03-25,6.98
" ""54350",278.0,11.0,12.0,157.0,3.0,980.0,1980-09-09,7.0
" ""54350",295.0,11.0,14.0,167.0,3.0,1050.0,1981-03-11,6.7
" ""54350",305.0,10.0,14.0,163.0,4.0,1060.0,1981-09-09,6.5
" ""54350",390.0,14.0,23.0,230.0,4.4,1400.0,1985-02-12,7.5
" ""54352",3260.0,148.0,270.0,1780.0,18.0,10400.0,1977-10-14,7.9
" ""54352",3200.0,148.0,270.0,1755.0,18.0,10400.0,1980-03-25,7.6
" ""54352",3170.0,154.0,277.0,1705.0,19.0,10400.0,1980-09-09,8.0
" ""54352",3260.0,155.0,280.0,1820.0,18.0,10200.0,1981-03-11,7.8
" ""54352",3700.0,190.0,350.0,2100.0,14.0,12000.0,1985-02-12,7.8
" ""54380",2600.0,140.0,360.0,1200.0,8.8,9000.0,1990-08-10,7.0
" ""54408",4600.0,210.0,370.0,2900.0,15.0,15000.0,1989-06-26,7.7
" ""54409",1300.0,44.0,70.0,920.0,5.4,5100.0,1989-09-05,7.1
" ""54455",6240.0,153.0,370.0,3868.0,14.0,19200.0,1981-11-13,8.15
" ""54455",6270.0,151.0,373.0,3900.0,20.0,18500.0,1981-11-13,8.15
" ""54455",10930.0,452.0,1100.0,5320.0,35.0,29000.0,1981-11-27,8.2
" ""54455",1612.0,61.0,152.0,860.0,7.0,5200.0,1982-01-21,8.0
" ""54455",2140.0,91.0,214.0,1048.0,7.0,6900.0,1982-02-03,7.2
" ""54455",12000.0,620.0,1300.0,5300.0,10.0,32000.0,1984-06-28,7.7
" ""54456",8600.0,440.0,780.0,4500.0,44.0,25000.0,1987-02-11,7.5
" ""54456",16000.0,750.0,2100.0,7200.0,32.0,42000.0,1987-04-13,6.5
" ""54458",9200.0,410.0,930.0,5400.0,17.0,27000.0,1987-04-23,7.2
" ""54474",2100.0,100.0,220.0,1200.0,26.0,7300.0,1988-05-10,8.3
" ""54474",730.0,40.0,83.0,410.0,12.0,2900.0,1988-05-26,8.5
" ""54475",2100.0,98.0,190.0,1200.0,25.0,7200.0,1988-05-03,8.4
" ""54475",2100.0,98.0,190.0,1200.0,25.0,7200.0,1988-05-03,8.4
" ""54598",387.0,33.0,68.0,224.0,17.0,1740.0,2009-04-29,8.04
" ""54924",18.0,10.0,1.0,43.0,11.0,284.0,1975-12-03,9.31
" ""54924",19.0,9.0,2.0,49.0,10.0,299.0,1976-01-07,8.99
" ""54924",47.0,32.0,10.0,87.0,16.0,610.0,1976-04-06,8.68
" ""54924",25.0,51.0,18.0,90.0,17.0,815.0,1976-06-08,8.01
" ""54924",22.0,78.0,11.0,48.0,8.0,710.0,1976-08-11,7.81
" ""54924",22.0,63.0,9.0,38.0,8.0,570.0,1976-09-14,8.45
" ""54925",56.0,14.0,8.0,32.0,1.0,312.0,1975-10-27,6.39
" ""54925",55.0,12.0,8.0,32.0,1.0,307.0,1975-12-03,6.65
" ""54925",55.0,12.0,8.0,32.0,1.0,307.0,1975-12-03,6.65
" ""54925",65.0,25.0,10.0,39.0,1.0,395.0,1976-01-07,7.1
" ""54925",65.0,10.0,11.0,37.0,2.0,320.0,1976-03-11,6.18
" ""54925",71.0,8.0,12.0,41.0,2.0,350.0,1976-04-06,6.34
" ""54925",67.0,7.0,11.0,36.0,1.0,343.0,1976-06-08,7.21
