Site ID,Chloride as Cl,Calcium (Total),Total Magnesium,Sodium as Na,Potassium as K,Salinity as EC@25 (lab),Date,pH
" ""100017",91.0,68.0,12.0,58.0,2.0,759.0,1976-05-25,8.07
" ""100017",94.0,74.0,12.0,55.0,2.0,797.0,1976-05-26,8.1
" ""100017",91.0,72.0,12.0,56.0,2.0,778.0,1976-06-01,8.1
" ""100017",82.0,68.0,11.0,58.0,2.0,725.0,1976-06-22,8.18
" ""100017",121.0,63.0,10.0,66.0,4.0,777.0,1976-06-09,8.2
" ""100017",108.0,78.0,15.0,85.0,4.0,919.0,1976-07-15,8.11
" ""100017",123.0,6.0,10.0,92.0,4.0,578.0,1978-05-02,8.05
" ""100017",159.0,11.0,10.0,89.0,3.0,615.0,1980-06-19,7.4
" ""100017",110.0,82.0,16.0,86.0,3.5,900.0,1994-11-22,7.9
" ""100017",110.0,83.0,16.0,86.0,3.7,900.0,1994-12-20,7.4
" ""100017",110.0,75.0,15.0,79.0,3.4,900.0,1995-02-01,7.4
" ""100018",90.0,76.0,9.0,52.0,2.0,720.0,1976-07-28,7.85
" ""100018",147.0,57.0,11.0,91.0,3.0,824.0,1976-08-16,8.43
" ""100018",111.0,46.0,8.0,70.0,2.0,665.0,1976-08-04,7.96
" ""100018",125.0,57.0,9.0,80.0,2.0,759.0,1976-08-04,7.96
" ""100018",150.0,87.0,14.0,100.0,2.0,1027.0,1976-09-27,8.16
" ""100018",145.0,46.0,12.0,101.0,1.0,841.0,1976-09-27,8.16
" ""100018",144.0,75.0,13.0,103.0,1.0,945.0,1976-09-28,7.9
" ""100018",136.0,9.0,10.0,92.0,2.0,600.0,1978-05-02,7.89
" ""100018",138.0,6.0,10.0,96.0,1.0,580.0,1980-06-19,7.7
" ""100018",130.0,97.0,12.0,89.0,0.9,970.0,1994-11-22,7.8
" ""100018",130.0,100.0,12.0,94.0,1.1,970.0,1994-12-20,7.4
" ""100018",120.0,81.0,11.0,81.0,0.9,960.0,1995-02-01,7.3
" ""100019",298.0,38.0,26.0,164.0,3.0,1210.0,1976-10-26,6.94
" ""100019",299.0,18.0,47.0,127.0,15.0,1177.0,1978-05-02,4.99
" ""100020",150.0,59.0,30.0,69.0,2.0,839.0,1977-06-01,8.11
" ""100020",90.0,45.0,15.0,51.0,3.0,608.0,1978-05-02,7.78
" ""100020",79.0,58.0,21.0,45.0,2.0,640.0,1980-06-19,8.3
" ""100020",79.0,72.0,21.0,45.0,1.5,670.0,1987-08-05,7.8
" ""100020",80.0,52.0,21.0,47.0,1.4,640.0,1988-03-22,8.5
" ""100021",157.0,53.0,30.0,92.0,8.0,960.0,1979-02-12,7.95
" ""100021",209.0,74.0,25.0,108.0,5.0,1100.0,1979-02-20,7.7
" ""100021",124.0,59.0,26.0,64.0,5.0,800.0,1980-06-19,8.3
" ""100021",130.0,130.0,26.0,64.0,5.3,810.0,1987-08-05,7.7
" ""100021",130.0,55.0,26.0,66.0,5.0,810.0,1988-03-22,8.2
" ""100022",274.0,132.0,15.0,102.0,2.0,1320.0,1979-03-26,7.7
" ""100022",229.0,78.0,24.0,104.0,2.0,1120.0,1979-04-18,8.21
" ""100022",190.0,54.0,25.0,126.0,4.0,1070.0,1979-04-20,8.09
" ""100022",877.0,101.0,9.0,602.0,13.0,3340.0,1980-06-19,7.9
" ""100023",7530.0,236.0,422.0,4255.0,130.0,22000.0,1980-07-16,7.8
" ""100023",105.0,59.0,11.0,79.0,2.0,860.0,1980-07-17,7.8
" ""100023",172.0,88.0,18.0,106.0,1.0,1070.0,1980-07-22,8.15
" ""100023",171.0,88.0,16.0,108.0,1.0,1015.0,1980-07-24,7.95
" ""100023",110.0,88.0,9.9,90.0,0.7,880.0,1987-08-04,7.6
" ""100023",110.0,79.0,9.5,89.0,1.1,850.0,1988-03-22,7.6
" ""100024",1610.0,409.0,218.0,1045.0,21.0,7500.0,1980-12-02,7.9
" ""100024",748.0,226.0,113.0,448.0,17.0,3740.0,1980-12-24,7.8
" ""100024",250.0,91.0,36.0,150.0,11.0,1500.0,1985-10-01,7.3
" ""100024",240.0,89.0,37.0,160.0,10.0,1400.0,1985-05-13,7.4
" ""100024",250.0,89.0,34.0,150.0,10.0,1500.0,1986-11-03,7.5
" ""100024",250.0,90.0,36.0,160.0,11.0,1400.0,1986-04-17,7.5
" ""100024",250.0,88.0,34.0,150.0,10.0,1400.0,1987-04-03,7.5
" ""100024",250.0,98.0,35.0,160.0,11.0,1400.0,1987-08-05,7.5
" ""100024",270.0,86.0,36.0,160.0,11.0,1500.0,1987-09-08,7.6
" ""100024",250.0,98.0,36.0,150.0,11.0,1400.0,1988-03-24,7.9
" ""100024",260.0,89.0,34.0,150.0,11.0,1500.0,1989-05-11,7.5
" ""100024",250.0,91.0,35.0,160.0,12.0,1500.0,1990-01-11,7.5
" ""100024",260.0,77.0,32.0,140.0,11.0,1500.0,1990-05-10,7.6
" ""100024",250.0,91.0,32.0,140.0,9.3,1400.0,1991-01-16,7.3
" ""100024",250.0,90.0,35.0,150.0,10.0,1500.0,1992-01-23,7.4
" ""100025",1940.0,797.0,274.0,1247.0,10.0,9250.0,1981-04-06,7.85
" ""100025",1460.0,579.0,216.0,826.0,20.0,7150.0,1981-04-06,7.85
" ""100025",922.0,299.0,140.0,567.0,31.0,4600.0,1981-04-06,7.85
" ""100025",897.0,312.0,133.0,581.0,35.0,4600.0,1981-04-06,7.85
" ""100025",230.0,290.0,73.0,210.0,20.0,2800.0,1985-10-01,7.3
" ""100025",320.0,330.0,81.0,300.0,9.8,3000.0,1985-05-13,7.4
" ""100025",2100.0,830.0,310.0,1300.0,26.0,9500.0,1986-11-03,6.9
" ""100025",950.0,650.0,63.0,370.0,3.3,5000.0,1986-04-17,7.15
" ""100025",1800.0,660.0,260.0,1100.0,21.0,8100.0,1986-04-17,7.15
" ""100025",1700.0,600.0,240.0,970.0,22.0,7700.0,1987-04-03,7.2
" ""100025",210.0,290.0,61.0,170.0,19.0,2600.0,1987-08-05,7.3
" ""100025",260.0,270.0,63.0,190.0,19.0,2700.0,1987-09-08,7.6
" ""100025",2000.0,850.0,320.0,1400.0,26.0,9000.0,1988-03-24,7.3
" ""100025",250.0,360.0,83.0,180.0,52.0,3100.0,1989-05-11,7.3
" ""100025",360.0,410.0,110.0,250.0,130.0,3900.0,1990-01-11,6.9
" ""100025",1500.0,530.0,190.0,760.0,29.0,7100.0,1990-05-10,7.1
" ""100025",370.0,310.0,76.0,200.0,120.0,3900.0,1991-01-16,6.9
" ""100025",310.0,370.0,100.0,230.0,170.0,4100.0,1992-01-23,7.0
" ""100500",2600.0,72.0,180.0,1400.0,13.0,8100.0,1984-07-11,8.4
" ""100500",430.0,35.0,41.0,310.0,7.8,2000.0,1984-08-08,8.1
" ""100501",430.0,35.0,41.0,310.0,7.8,2000.0,1984-08-08,8.1
" ""100503",5260.0,249.0,449.0,2590.0,27.0,16100.0,2011-11-23,6.64
" ""100505",507.0,78.0,40.0,264.0,10.0,2180.0,2011-11-23,7.21
" ""100515",94.0,110.0,9.2,65.0,1.6,870.0,1988-04-14,8.1
" ""100515",140.0,100.0,8.7,63.0,3.6,880.0,1989-04-11,7.7
" ""100515",94.0,120.0,9.8,69.0,1.7,860.0,1990-03-29,7.8
" ""100515",110.0,110.0,9.0,66.0,2.2,940.0,1993-03-04,7.4
" ""100515",100.0,110.0,8.8,59.0,1.9,890.0,1996-03-22,7.6
" ""100515",91.0,100.0,11.0,67.0,3.0,860.0,2002-03-04,7.51
" ""100533",193.0,116.0,16.0,109.0,2.0,1175.0,1978-05-06,9.62
" ""100975",42.0,260.0,20.0,18.0,2.6,420.0,1991-04-28,8.2
" ""100975",21.0,110.0,5.4,15.0,0.5,610.0,1995-05-05,7.6
" ""100976",41.0,140.0,11.0,26.0,1.8,690.0,1991-04-28,7.8
" ""100976",49.0,180.0,16.0,25.0,3.6,720.0,1995-05-05,7.5
" ""100976",58.0,125.0,9.0,21.0,1.0,780.0,2010-02-15,7.51
" ""100977",140.0,130.0,18.0,72.0,4.3,1000.0,1991-04-28,7.5
" ""100977",92.0,220.0,18.0,67.0,4.2,810.0,1995-05-05,7.5
" ""100977",389.0,124.0,29.0,276.0,4.0,2150.0,2010-02-15,7.41
" ""100978",42.0,100.0,7.5,22.0,3.3,580.0,1991-04-28,8.1
" ""100978",37.0,110.0,8.4,24.0,3.8,650.0,1995-05-05,7.6
" ""100979",180.0,110.0,27.0,96.0,9.1,1200.0,1991-04-28,8.1
" ""100979",200.0,120.0,25.0,120.0,8.9,1300.0,1995-05-05,7.6
" ""100979",170.0,102.0,19.0,111.0,7.0,1200.0,2010-02-15,7.62
" ""100980",110.0,170.0,22.0,51.0,4.7,970.0,1991-04-28,7.6
" ""100980",93.0,110.0,16.0,59.0,1.0,890.0,1995-05-05,7.6
" ""101012",675.0,60.0,104.0,327.0,6.0,2600.0,1978-05-29,7.82
" ""101012",504.0,37.0,71.0,312.0,6.0,2100.0,1978-06-08,8.1
" ""101012",760.0,18.0,110.0,340.0,6.7,2800.0,1985-12-10,8.2
" ""101012",780.0,28.0,110.0,340.0,6.8,2700.0,1985-06-26,7.8
" ""101012",830.0,14.0,120.0,360.0,7.1,2800.0,1986-10-15,8.3
" ""101012",790.0,20.0,120.0,390.0,7.2,2800.0,1986-04-08,8.1
" ""101012",870.0,20.0,120.0,360.0,7.4,2800.0,1987-10-13,8.0
" ""101012",820.0,16.0,110.0,350.0,7.6,2800.0,1987-03-11,8.0
" ""101238",64.0,76.0,8.6,33.0,3.5,620.0,1989-03-07,7.6
" ""101238",59.0,58.0,8.5,35.0,0.5,590.0,1990-03-29,8.0
" ""101239",148.0,29.0,18.0,164.0,25.0,1085.0,1975-11-20,7.95
" ""101239",158.0,26.0,21.0,175.0,25.0,1135.0,1975-11-21,8.06
" ""101239",180.0,33.0,26.0,194.0,29.0,1300.0,1975-11-21,8.06
" ""101239",180.0,41.0,35.0,196.0,31.0,1419.0,1975-11-21,8.06
" ""101239",178.0,28.0,26.0,188.0,27.0,1245.0,1975-11-27,8.21
" ""101239",184.0,27.0,26.0,194.0,27.0,1270.0,1975-11-28,8.08
" ""101239",185.0,27.0,27.0,194.0,25.0,1270.0,1975-11-28,8.08
" ""101239",185.0,27.0,26.0,196.0,25.0,1280.0,1975-11-28,8.08
" ""101239",188.0,30.0,28.0,199.0,29.0,1320.0,1975-11-28,8.08
" ""101239",191.0,27.0,27.0,199.0,28.0,1295.0,1975-11-29,8.04
" ""101239",185.0,32.0,29.0,196.0,28.0,1320.0,1975-11-29,8.04
" ""101239",189.0,28.0,28.0,199.0,22.0,1300.0,1975-11-29,8.04
" ""101239",188.0,27.0,27.0,196.0,28.0,1285.0,1975-11-30,8.22
" ""101239",187.0,27.0,28.0,199.0,28.0,1275.0,1975-11-30,8.22
" ""101241",29.0,120.0,7.8,21.0,0.8,720.0,1988-03-29,7.6
" ""101241",39.0,130.0,7.4,19.0,9.1,770.0,1989-03-07,7.4
" ""101241",30.0,110.0,7.5,14.0,12.0,760.0,1990-03-29,7.5
" ""101241",37.0,130.0,7.1,24.0,0.5,790.0,1993-03-05,7.6
" ""101241",26.0,20.0,2.0,24.0,4.0,151.0,2001-01-01,8.05
" ""101241",62.0,130.0,9.7,30.0,2.0,710.0,2008-09-08,7.6
" ""101246",84.0,91.0,10.0,67.0,2.0,900.0,1981-11-03,7.9
" ""101248",410.0,56.0,50.0,160.0,5.6,1600.0,1983-05-24,6.5
" ""101248",400.0,60.0,48.0,160.0,5.4,1500.0,1983-05-24,6.5
" ""101248",390.0,68.0,52.0,160.0,5.2,1500.0,1983-05-24,6.5
" ""101248",420.0,50.0,45.0,160.0,7.5,1500.0,1987-10-12,7.6
" ""101437",850.0,5.4,31.0,610.0,6.7,3100.0,1988-12-12,7.6
" ""101708",3820.0,152.0,345.0,2127.0,22.0,12500.0,1978-03-29,7.71
" ""101708",2400.0,31.0,180.0,1500.0,16.0,8200.0,1985-12-10,8.1
" ""101708",2000.0,27.0,160.0,1200.0,16.0,6700.0,1986-10-15,8.0
" ""101708",2200.0,38.0,160.0,1400.0,15.0,7500.0,1986-04-08,8.0
" ""101708",2000.0,14.0,150.0,1200.0,15.0,6500.0,1987-10-13,8.4
" ""101708",2700.0,27.0,190.0,1500.0,19.0,8300.0,1987-03-11,7.8
" ""102388",8200.0,450.0,520.0,4400.0,85.0,24000.0,1989-09-14,7.7
" ""102621",340.0,84.0,35.0,210.0,6.9,1800.0,1987-09-02,8.0
" ""102621",320.0,120.0,32.0,200.0,5.8,1600.0,1988-03-29,7.5
" ""102621",330.0,120.0,32.0,200.0,6.0,1800.0,1989-03-08,7.2
" ""102621",330.0,120.0,31.0,190.0,5.8,1800.0,1990-04-11,7.4
" ""102621",350.0,120.0,29.0,200.0,4.7,1900.0,1993-03-04,7.6
" ""102621",330.0,130.0,29.0,200.0,4.4,1900.0,1996-03-21,7.4
" ""102827",1500.0,64.0,130.0,860.0,9.5,5200.0,1984-11-13,7.0
" ""102827",1600.0,72.0,140.0,920.0,10.0,5500.0,1984-11-14,7.0
" ""102827",1500.0,72.0,150.0,840.0,10.0,5300.0,1984-08-16,8.3
" ""102827",1400.0,57.0,120.0,860.0,9.5,5100.0,1986-07-17,8.1
" ""102827",1300.0,4.0,55.0,790.0,9.0,4200.0,2018-01-29,9.49
" ""102827",1600.0,4.0,57.0,800.0,9.0,4300.0,2018-10-22,9.58
" ""102827",1400.0,3.0,46.0,710.0,8.0,4100.0,2019-10-21,9.56
" ""102828",3400.0,180.0,330.0,1700.0,15.0,11000.0,1984-08-16,7.7
" ""102828",3300.0,73.0,310.0,1800.0,14.0,10000.0,1986-07-17,7.8
" ""102828",930.0,24.0,64.0,630.0,6.0,3700.0,2018-01-29,8.0
" ""102828",1100.0,31.0,74.0,680.0,7.0,3800.0,2018-10-22,7.89
" ""102829",1100.0,39.0,82.0,670.0,8.6,4000.0,1984-12-27,8.2
" ""102829",1000.0,38.0,87.0,700.0,7.6,4000.0,2018-01-30,7.06
" ""102829",1200.0,39.0,91.0,710.0,7.8,4100.0,2018-10-22,7.13
" ""102829",1100.0,33.0,78.0,610.0,7.0,4000.0,2019-10-21,7.09
" ""102830",82.0,4.6,7.3,62.0,2.2,400.0,1984-09-13,7.9
" ""102831",1700.0,6.7,1.5,1500.0,160.0,9100.0,1985-08-21,12.1
" ""102865",124.0,10.0,9.0,77.0,6.0,563.0,1972-05-16,6.33
" ""102865",128.0,10.0,9.0,76.0,6.0,587.0,1972-05-17,6.33
" ""102865",552.0,97.0,82.0,268.0,34.0,2588.0,1972-05-05,7.42
" ""102865",553.0,102.0,84.0,268.0,34.0,3832.0,1972-05-05,7.42
" ""102868",220.0,20.0,8.1,190.0,7.7,1100.0,1987-01-29,8.3
" ""102868",220.0,20.0,8.2,210.0,7.8,1100.0,1987-02-24,7.3
" ""102869",80.0,7.7,6.1,64.0,9.6,450.0,1985-10-15,7.25
" ""102869",83.0,7.0,6.0,62.0,9.3,440.0,1985-10-15,7.25
" ""102873",4.0,4.9,5.6,11.0,0.7,110.0,1987-05-07,7.2
" ""103159",18000.0,1500.0,13.0,10000.0,390.0,46000.0,1992-09-23,11.0
" ""103160",19000.0,950.0,840.0,9700.0,320.0,47000.0,1992-09-23,8.7
" ""103161",35000.0,720.0,1800.0,18000.0,140.0,73000.0,1992-09-23,7.1
" ""103182",16.0,3.0,3.0,7.0,1.0,121.0,1973-11-08,6.0
" ""103182",12.0,2.0,3.0,8.0,1.0,106.0,1973-03-14,6.28
" ""103354",420.0,74.0,36.0,250.0,9.0,1800.0,1986-12-08,8.0
" ""103354",570.0,4.4,19.0,420.0,13.0,2200.0,1988-03-29,10.2
" ""103354",600.0,4.4,15.0,440.0,16.0,2300.0,1989-03-31,10.1
" ""103354",590.0,3.0,16.0,420.0,13.0,2200.0,1990-04-04,9.7
" ""103420",2100.0,64.0,180.0,1200.0,11.0,6700.0,1988-12-12,7.2
" ""103582",251.0,18.0,22.0,166.0,12.0,1101.0,1974-07-24,7.35
" ""103582",320.0,16.0,6.0,185.0,12.0,1150.0,1981-07-15,7.2
" ""103583",570.0,26.0,22.0,360.0,18.0,2100.0,1987-03-05,7.9
" ""103811",120.0,98.0,0.6,1200.0,82.0,11000.0,1990-10-30,12.5
" ""103811",233.0,1.0,1.0,422.0,16.0,2090.0,2009-07-07,10.6
" ""103820",71.0,11.0,3.4,270.0,51.0,2000.0,1993-02-11,11.0
" ""103822",350.0,15.0,15.0,200.0,6.3,1200.0,1993-03-30,9.4
" ""103856",190.0,6.2,12.0,110.0,1.2,700.0,1983-07-30,8.1
" ""103877",74.0,19.0,2.7,69.0,8.5,500.0,1989-05-03,8.2
" ""103877",74.0,19.0,2.7,69.0,8.5,500.0,1989-05-03,8.2
" ""103893",2900.0,86.0,41.0,1800.0,24.0,9500.0,1991-07-08,8.4
" ""104068",30.0,51.0,73.0,158.0,5.0,1287.0,1972-11-19,7.9
" ""104068",54.0,101.0,65.0,125.0,3.0,1350.0,1980-06-12,7.1
" ""104069",52.0,12.0,15.0,40.0,2.0,386.0,1980-06-12,6.85
" ""104078",58.0,65.0,102.0,254.0,11.0,1900.0,1975-06-08,8.17
" ""104081",64.0,62.0,99.0,201.0,9.0,1670.0,1975-05-28,8.14
" ""104081",85.0,129.0,86.0,144.0,6.0,1700.0,1980-06-12,7.0
" ""104082",79.0,137.0,91.0,164.0,7.0,1810.0,1975-05-29,6.99
" ""104082",53.0,173.0,116.0,214.0,7.0,2130.0,1975-05-31,6.41
" ""104082",52.0,183.0,127.0,272.0,8.0,2350.0,1976-05-28,6.6
" ""104082",53.0,164.0,113.0,219.0,7.0,2090.0,1976-05-29,6.45
" ""104082",53.0,173.0,116.0,212.0,8.0,2110.0,1976-05-30,6.49
" ""104082",52.0,172.0,116.0,228.0,8.0,2190.0,1976-06-01,6.5
" ""104082",52.0,186.0,125.0,222.0,8.0,2210.0,1976-06-02,6.41
" ""104082",54.0,166.0,119.0,234.0,8.0,2290.0,1976-06-29,6.53
" ""104082",52.0,185.0,123.0,220.0,8.0,2220.0,1976-06-03,6.53
" ""104083",56.0,134.0,102.0,279.0,7.0,2120.0,1975-11-25,6.05
" ""104083",53.0,145.0,107.0,294.0,8.0,2220.0,1975-12-05,6.2
" ""104083",53.0,156.0,110.0,294.0,8.0,2260.0,1975-12-05,6.2
" ""104083",58.0,103.0,90.0,227.0,6.0,1850.0,1980-06-12,7.0
" ""104092",55.0,137.0,102.0,181.0,6.0,1957.0,1976-06-24,6.51
" ""104092",69.0,133.0,92.0,273.0,9.0,2170.0,1980-06-17,6.7
" ""104093",106.0,92.0,83.0,216.0,8.0,1800.0,1975-07-06,8.35
" ""104093",62.0,26.0,34.0,67.0,3.0,685.0,1980-06-12,7.2
" ""104095",40.0,167.0,117.0,367.0,10.0,2700.0,1980-06-12,7.0
" ""104097",48.0,16.0,101.0,335.0,11.0,1940.0,1975-07-10,8.49
" ""104097",41.0,158.0,119.0,372.0,9.0,2660.0,1976-04-08,7.0
" ""104097",41.0,151.0,115.0,364.0,9.0,2600.0,1976-04-09,6.95
" ""104097",49.0,142.0,106.0,329.0,9.0,2420.0,1980-06-12,6.8
" ""104099",92.0,81.0,68.0,205.0,10.0,1640.0,1975-08-05,7.48
" ""104099",38.0,20.0,10.0,31.0,6.0,337.0,1980-04-02,7.2
" ""104099",32.0,16.0,8.0,28.0,5.0,295.0,1980-06-12,7.1
" ""104101",155.0,83.0,96.0,289.0,4.0,2140.0,1976-05-18,8.05
" ""104101",180.0,95.0,98.0,245.0,7.0,1970.0,1976-07-16,6.35
" ""104101",146.0,116.0,104.0,273.0,8.0,2205.0,1976-07-17,6.67
" ""104101",132.0,130.0,108.0,289.0,8.0,2340.0,1976-07-18,6.95
" ""104101",114.0,130.0,108.0,296.0,8.0,2310.0,1976-07-19,6.46
" ""104101",110.0,131.0,107.0,290.0,8.0,2305.0,1976-07-20,6.65
" ""104101",106.0,126.0,106.0,302.0,8.0,2350.0,1976-07-21,6.91
" ""104101",104.0,130.0,105.0,295.0,8.0,2340.0,1976-07-22,6.83
" ""104101",101.0,127.0,105.0,295.0,8.0,2355.0,1976-07-23,6.9
" ""104101",98.0,128.0,103.0,289.0,8.0,2340.0,1976-07-24,6.59
" ""104101",98.0,127.0,104.0,290.0,8.0,2370.0,1976-07-25,7.02
" ""104101",96.0,125.0,102.0,284.0,8.0,2310.0,1976-07-26,6.79
" ""104101",96.0,124.0,102.0,292.0,8.0,2308.0,1976-07-27,7.5
" ""104101",219.0,75.0,89.0,200.0,5.0,1790.0,1976-07-08,6.22
" ""104101",173.0,105.0,97.0,245.0,8.0,2045.0,1976-07-08,6.22
" ""104101",160.0,105.0,99.0,256.0,7.0,2150.0,1980-07-28,6.38
" ""104101",203.0,82.0,83.0,200.0,6.0,1850.0,1980-07-28,6.38
" ""104101",198.0,80.0,86.0,205.0,6.0,1750.0,1980-07-28,6.38
" ""104101",203.0,78.0,85.0,204.0,10.0,1770.0,1980-07-28,6.38
" ""104271",1782.0,137.0,129.0,1017.0,11.0,5932.0,1971-07-15,7.8
" ""104272",802.0,86.0,69.0,421.0,15.0,2856.0,1971-07-22,7.27
" ""104359",140.0,31.0,27.0,54.0,3.9,670.0,1984-06-08,8.2
" ""104800",11000.0,580.0,610.0,6200.0,96.0,30000.0,1987-03-22,7.85
" ""104800",11000.0,510.0,590.0,6100.0,94.0,30000.0,1987-03-22,7.85
" ""104800",11000.0,620.0,640.0,6600.0,100.0,31000.0,1987-03-23,7.45
" ""104800",11000.0,530.0,560.0,5800.0,84.0,31000.0,1987-03-23,7.45
" ""104800",11000.0,400.0,570.0,5900.0,96.0,30000.0,1988-03-17,7.6
" ""104800",11000.0,530.0,600.0,6000.0,100.0,31000.0,1989-03-16,7.3
" ""104800",11000.0,550.0,440.0,5600.0,91.0,30000.0,1990-04-11,9.5
" ""104800",11000.0,530.0,550.0,5600.0,98.0,31000.0,1993-04-09,7.2
" ""104800",12000.0,530.0,540.0,5600.0,93.0,30000.0,1996-06-04,7.6
" ""104801",2500.0,89.0,150.0,1800.0,20.0,9000.0,1990-04-11,7.8
" ""104801",9800.0,350.0,650.0,5400.0,58.0,29000.0,1993-04-08,7.7
" ""104801",20000.0,720.0,1500.0,11000.0,100.0,52000.0,1996-06-04,7.3
" ""105132",75.0,2.0,5.0,42.0,2.0,299.0,1974-12-16,6.48
" ""105134",115.0,9.0,6.0,60.0,3.0,560.0,1981-07-15,7.1
" ""105134",115.0,9.0,6.0,60.0,3.0,560.0,1981-07-15,7.1
" ""105196",60.0,5.7,7.4,52.0,8.7,360.0,1993-02-10,7.0
" ""105196",55.0,8.0,5.0,56.0,10.0,368.0,2009-07-02,7.07
" ""105220",130.0,18.0,6.9,88.0,3.3,610.0,1984-07-04,7.1
" ""105221",100.0,8.5,6.5,70.0,2.2,470.0,1984-10-10,6.3
" ""105221",100.0,8.4,6.0,71.0,2.2,470.0,1984-10-09,7.7
" ""105222",45.0,21.0,2.4,31.0,0.7,290.0,1985-05-09,7.5
" ""105222",42.0,1.2,1.7,30.0,0.8,200.0,1985-05-09,7.5
" ""105284",990.0,20.0,92.0,580.0,2.1,3600.0,1984-08-24,7.2
" ""105287",1100.0,39.0,140.0,570.0,3.8,3900.0,1988-05-11,6.9
" ""105287",450.0,31.0,51.0,240.0,3.8,1800.0,1988-05-26,7.3
" ""105287",280.0,9.2,33.0,160.0,2.3,1100.0,1988-05-26,7.3
" ""105287",430.0,34.0,53.0,230.0,4.4,1800.0,1988-05-26,7.3
" ""105287",510.0,41.0,55.0,290.0,4.0,2000.0,1988-06-13,7.1
" ""105287",510.0,40.0,54.0,270.0,4.0,2100.0,1988-07-07,7.0
" ""105392",23.0,8.0,5.0,49.0,4.0,319.0,1970-08-07,7.3
" ""105392",25.0,6.0,5.0,44.0,3.0,280.0,1971-01-06,7.8
" ""105392",86.0,13.0,13.0,123.0,2.0,720.0,1980-06-11,8.6
" ""105392",73.0,17.0,14.0,126.0,2.0,720.0,1981-11-27,8.0
" ""105392",88.0,12.0,15.0,120.0,2.0,660.0,1981-02-05,7.9
" ""105392",79.0,13.0,13.0,89.0,4.0,585.0,1981-05-28,7.15
" ""105392",85.0,16.0,15.0,110.0,3.2,720.0,1983-09-07,7.5
" ""105476",82.0,22.0,22.0,96.0,2.0,813.0,2009-07-08,6.76
" ""105480",53.0,29.0,12.0,99.0,2.0,740.0,2009-06-30,7.02
" ""105483",33.0,5.4,4.9,21.0,1.6,180.0,1986-04-18,7.1
" ""105483",34.0,6.9,5.1,22.0,1.6,190.0,1986-04-19,7.8
" ""105483",34.0,11.0,5.2,21.0,1.8,200.0,1986-04-19,7.8
" ""105483",34.0,7.1,5.1,23.0,1.7,190.0,1986-04-08,7.3
" ""105548",99.0,11.0,5.4,69.0,5.5,460.0,1987-03-05,7.3
" ""105663",4100.0,120.0,210.0,2400.0,110.0,12000.0,1987-01-23,7.9
" ""105664",17000.0,530.0,880.0,9200.0,180.0,46000.0,1991-06-18,7.7
" ""105672",1075.0,193.0,88.0,605.0,11.0,4260.0,1981-02-25,7.55
" ""105701",720.0,30.0,67.0,400.0,4.7,2700.0,1984-07-17,8.1
" ""105701",1500.0,56.0,140.0,880.0,7.1,5400.0,1986-07-16,7.3
" ""105702",9800.0,370.0,1200.0,6000.0,2.6,32000.0,1987-04-08,7.4
" ""105703",2300.0,86.0,230.0,1200.0,10.0,7400.0,1987-10-13,7.3
" ""105703",2300.0,91.0,230.0,1300.0,10.0,7700.0,1987-10-19,7.6
" ""105703",1200.0,19.0,59.0,970.0,8.2,5100.0,1987-10-02,7.9
" ""105703",2300.0,91.0,230.0,1200.0,10.0,7500.0,1987-10-28,7.4
" ""105703",4800.0,140.0,480.0,2400.0,20.0,14000.0,1987-10-05,7.4
" ""105703",2700.0,84.0,260.0,1600.0,14.0,8800.0,1987-10-08,7.5
" ""105703",2600.0,80.0,250.0,1600.0,14.0,8300.0,1987-10-08,7.5
" ""105703",2100.0,75.0,210.0,1200.0,11.0,7000.0,1987-10-09,7.6
" ""105725",398.0,14.0,32.0,187.0,4.0,1463.0,1973-02-18,5.65
" ""105725",333.0,14.0,27.0,158.0,6.0,1228.0,1973-02-09,6.7
" ""105725",335.0,15.0,27.0,162.0,5.0,1178.0,1973-02-09,6.7
" ""105728",276.0,26.0,18.0,226.0,31.0,1460.0,1973-04-17,8.2
" ""105728",275.0,15.0,18.0,227.0,32.0,1400.0,1973-04-17,8.2
" ""105728",418.0,126.0,29.0,248.0,24.0,2080.0,1973-04-05,7.71
" ""105728",415.0,122.0,29.0,247.0,24.0,2070.0,1973-04-05,7.71
" ""105730",318.0,23.0,19.0,271.0,34.0,1600.0,1973-10-29,7.86
" ""105730",310.0,22.0,19.0,264.0,32.0,1600.0,1973-10-29,7.86
" ""105821",670.0,41.0,67.0,460.0,6.4,2900.0,1986-03-13,7.9
" ""105821",660.0,42.0,68.0,470.0,6.4,2900.0,1986-03-13,7.9
" ""105821",670.0,41.0,67.0,460.0,6.4,2900.0,1986-03-13,7.9
" ""105821",660.0,42.0,68.0,470.0,6.4,2900.0,1986-03-13,7.9
" ""105821",550.0,34.0,56.0,410.0,6.4,2500.0,1986-03-19,7.8
" ""105821",560.0,34.0,56.0,410.0,6.3,2500.0,1986-03-19,7.8
" ""105821",550.0,34.0,56.0,410.0,6.4,2500.0,1986-03-19,7.8
" ""105821",560.0,34.0,56.0,410.0,6.3,2500.0,1986-03-19,7.8
" ""105821",450.0,29.0,49.0,360.0,8.1,2200.0,1986-03-21,8.05
" ""105821",460.0,29.0,49.0,360.0,8.2,2300.0,1986-03-21,8.05
" ""105821",450.0,29.0,49.0,360.0,8.1,2200.0,1986-03-21,8.05
